Plot,Area,Region,Sitecode,site,experiment,landuse,placement,Season,date,time,temperature.C,moist
59,Makao,Dry,Dry_P4_T3,P4,Main,pasture,placement,Wet,31/01/2017,11:40,22.4,27.9
60,Makao,Dry,Dry_P4_T4,P4,Main,pasture,placement,Wet,31/01/2017,11:45,23.5,22.5
61,Makao,Dry,Dry_P4_T5,P4,Main,pasture,placement,Wet,31/01/2017,11:50,22.7,20.4
62,Makao,Dry,Dry_P4_T6,P4,Main,pasture,placement,Wet,31/01/2017,11:50,22.7,24.7
63,Makao,Dry,Dry_P4_T7,P4,Main,pasture,placement,Wet,31/01/2017,11:55,25.6,22.9
64,Makao,Dry,Dry_P4_T8,P4,Main,pasture,placement,Wet,31/01/2017,12:10,22.7,34.6
65,Maswa,Dry,Dry_W1_T1,W1,Main,wild,placement,Wet,01/02/2017,12:15,22.5,35.6
66,Maswa,Dry,Dry_W1_T2,W1,Main,wild,placement,Wet,01/02/2017,12:20,22.4,39.9
67,Maswa,Dry,Dry_W1_T3,W1,Main,wild,placement,Wet,01/02/2017,12:25,19.9,36.8
68,Maswa,Dry,Dry_W1_T4,W1,Main,wild,placement,Wet,01/02/2017,12:30,20.5,37.6
69,Maswa,Dry,Dry_W1_T5,W1,Main,wild,placement,Wet,01/02/2017,12:35,23.6,37.9
70,Maswa,Dry,Dry_W1_T6,W1,Main,wild,placement,Wet,01/02/2017,12:40,22.5,40.8
71,Maswa,Dry,Dry_W1_T7,W1,Main,wild,placement,Wet,01/02/2017,12:40,21,35.1
72,Maswa,Dry,Dry_W1_T8,W1,Main,wild,placement,Wet,01/02/2017,12:45,21.2,37.8
73,Maswa,Dry,Dry_W2_T1,W2,Main,wild,placement,Wet,01/02/2017,13:00,23.1,35.2
74,Maswa,Dry,Dry_W2_T2,W2,Main,wild,placement,Wet,01/02/2017,13:00,23,29
75,Maswa,Dry,Dry_W2_T3,W2,Main,wild,placement,Wet,01/02/2017,13:05,20.8,34.2
76,Maswa,Dry,Dry_W2_T4,W2,Main,wild,placement,Wet,01/02/2017,13:10,22.4,34.1
77,Maswa,Dry,Dry_W2_T5,W2,Main,wild,placement,Wet,01/02/2017,13:15,23.6,27.6
78,Maswa,Dry,Dry_W2_T6,W2,Main,wild,placement,Wet,01/02/2017,13:15,23.5,27.7
79,Maswa,Dry,Dry_W2_T7,W2,Main,wild,placement,Wet,01/02/2017,13:20,21.9,35.3
80,Maswa,Dry,Dry_W2_T8,W2,Main,wild,placement,Wet,01/02/2017,13:30,23.1,35.2
81,Maswa,Dry,Dry_W3_T1,W3,Main,wild,placement,Wet,01/02/2017,10:55,22.8,29.4
82,Maswa,Dry,Dry_W3_T2,W3,Main,wild,placement,Wet,01/02/2017,11:00,22.1,34.6
83,Maswa,Dry,Dry_W3_T3,W3,Main,wild,placement,Wet,01/02/2017,10:25,20.5,37.3
84,Maswa,Dry,Dry_W3_T4,W3,Main,wild,placement,Wet,01/02/2017,10:30,19.8,33.6
85,Maswa,Dry,Dry_W3_T5,W3,Main,wild,placement,Wet,01/02/2017,10:35,20.2,33.5
86,Maswa,Dry,Dry_W3_T6,W3,Main,wild,placement,Wet,01/02/2017,10:40,21.2,29.3
87,Maswa,Dry,Dry_W3_T7,W3,Main,wild,placement,Wet,01/02/2017,10:50,20.1,29.3
88,Maswa,Dry,Dry_W3_T8,W3,Main,wild,placement,Wet,01/02/2017,10:50,21.4,29.7
89,Maswa,Dry,Dry_W4_T1,W4,Main,wild,placement,Wet,01/02/2017,11:40,24,23.2
90,Maswa,Dry,Dry_W4_T2,W4,Main,wild,placement,Wet,01/02/2017,11:40,23.5,30.4
91,Maswa,Dry,Dry_W4_T3,W4,Main,wild,placement,Wet,01/02/2017,11:45,23.9,30.9
92,Maswa,Dry,Dry_W4_T4,W4,Main,wild,placement,Wet,01/02/2017,11:50,22.3,31.7
93,Maswa,Dry,Dry_W4_T5,W4,Main,wild,placement,Wet,01/02/2017,11:55,22.9,29.6
94,Maswa,Dry,Dry_W4_T6,W4,Main,wild,placement,Wet,01/02/2017,12:00,22,36.2
95,Maswa,Dry,Dry_W4_T7,W4,Main,wild,placement,Wet,01/02/2017,12:00,23,37.6
96,Maswa,Dry,Dry_W4_T8,W4,Main,wild,placement,Wet,01/02/2017,12:05,24.6,13.2
97,Mwantimba,Wet,Wet_Ag1_T1,A1,Main,agriculture,placement,Wet,27/01/2017,14:40,30.3,10
98,Mwantimba,Wet,Wet_Ag1_T2,A1,Main,agriculture,placement,Wet,27/01/2017,14:40,32.6,9.8
99,Mwantimba,Wet,Wet_Ag1_T3,A1,Main,agriculture,placement,Wet,27/01/2017,14:45,35.6,8.9
100,Mwantimba,Wet,Wet_Ag1_T4,A1,Main,agriculture,placement,Wet,27/01/2017,14:50,34.4,8.9
101,Mwantimba,Wet,Wet_Ag1_T5,A1,Main,agriculture,placement,Wet,27/01/2017,14:50,34.7,11.3
102,Mwantimba,Wet,Wet_Ag1_T6,A1,Main,agriculture,placement,Wet,27/01/2017,14:55,36.6,7.4
103,Mwantimba,Wet,Wet_Ag1_T7,A1,Main,agriculture,placement,Wet,27/01/2017,14:55,34.3,9.8
104,Mwantimba,Wet,Wet_Ag1_T8,A1,Main,agriculture,placement,Wet,27/01/2017,15:00,32.5,10
105,Mwantimba,Wet,Wet_Ag2_T1,A2,Main,agriculture,placement,Wet,27/01/2017,15:10,36.2,4.6
106,Mwantimba,Wet,Wet_Ag2_T2,A2,Main,agriculture,placement,Wet,27/01/2017,15:10,37.1,8.3
107,Mwantimba,Wet,Wet_Ag2_T3,A2,Main,agriculture,placement,Wet,27/01/2017,15:15,35.3,4.7
108,Mwantimba,Wet,Wet_Ag2_T4,A2,Main,agriculture,placement,Wet,27/01/2017,15:15,35.1,5.5
109,Mwantimba,Wet,Wet_Ag2_T5,A2,Main,agriculture,placement,Wet,27/01/2017,15:20,38.2,8.3
110,Mwantimba,Wet,Wet_Ag2_T6,A2,Main,agriculture,placement,Wet,27/01/2017,15:25,33.6,9.3
111,Mwantimba,Wet,Wet_Ag2_T7,A2,Main,agriculture,placement,Wet,27/01/2017,15:25,35.9,9.5
112,Mwantimba,Wet,Wet_Ag2_T8,A2,Main,agriculture,placement,Wet,27/01/2017,15:30,34.2,8.7
113,Mwantimba,Wet,Wet_Ag3_T1,A3,Main,agriculture,placement,Wet,27/01/2017,16:15,32.3,7.7
114,Mwantimba,Wet,Wet_Ag3_T2,A3,Main,agriculture,placement,Wet,27/01/2017,16:15,30.6,8.1
115,Mwantimba,Wet,Wet_Ag3_T3,A3,Main,agriculture,placement,Wet,27/01/2017,16:30,32.9,8.7
116,Mwantimba,Wet,Wet_Ag3_T4,A3,Main,agriculture,placement,Wet,27/01/2017,16:30,20.8,7.4
117,Mwantimba,Wet,Wet_Ag3_T5,A3,Main,agriculture,placement,Wet,27/01/2017,17:00,31.6,5.6
118,Mwantimba,Wet,Wet_Ag3_T6,A3,Main,agriculture,placement,Wet,27/01/2017,17:00,32,6.7
119,Mwantimba,Wet,Wet_Ag3_T7,A3,Main,agriculture,placement,Wet,27/01/2017,17:00,29.8,8
120,Mwantimba,Wet,Wet_Ag3_T8,A3,Main,agriculture,placement,Wet,27/01/2017,17:00,30.2,9.4
121,Mwantimba,Wet,Wet_Ag4_T1,A4,Main,agriculture,placement,Wet,27/01/2017,17:10,32.4,6.6
122,Mwantimba,Wet,Wet_Ag4_T2,A4,Main,agriculture,placement,Wet,27/01/2017,17:15,33.7,8.5
123,Mwantimba,Wet,Wet_Ag4_T3,A4,Main,agriculture,placement,Wet,27/01/2017,17:25,33.2,11.4
124,Mwantimba,Wet,Wet_Ag4_T4,A4,Main,agriculture,placement,Wet,27/01/2017,17:25,31.4,11.1
125,Mwantimba,Wet,Wet_Ag4_T5,A4,Main,agriculture,placement,Wet,27/01/2017,17:25,31.8,12.3
126,Mwantimba,Wet,Wet_Ag4_T6,A4,Main,agriculture,placement,Wet,27/01/2017,17:30,31.5,10.5
127,Mwantimba,Wet,Wet_Ag4_T7,A4,Main,agriculture,placement,Wet,27/01/2017,17:35,31.3,10.5
128,Mwantimba,Wet,Wet_Ag4_T8,A4,Main,agriculture,placement,Wet,27/01/2017,17:35,32.7,8.9
129,Mwantimba,Wet,Wet_P1_T1,P1,Main,pasture,placement,Wet,27/01/2017,08:50,25,7.1
130,Mwantimba,Wet,Wet_P1_T2,P1,Main,pasture,placement,Wet,27/01/2017,08:50,25,6.4
131,Mwantimba,Wet,Wet_P1_T3,P1,Main,pasture,placement,Wet,27/01/2017,08:55,24.7,2.5
132,Mwantimba,Wet,Wet_P1_T4,P1,Main,pasture,placement,Wet,27/01/2017,09:05,24.5,7.6
133,Mwantimba,Wet,Wet_P1_T5,P1,Main,pasture,placement,Wet,27/01/2017,09:20,23.9,6.1
134,Mwantimba,Wet,Wet_P1_T6,P1,Main,pasture,placement,Wet,27/01/2017,09:20,23.7,4.1
135,Mwantimba,Wet,Wet_P1_T7,P1,Main,pasture,placement,Wet,27/01/2017,09:20,25.2,4.1
136,Mwantimba,Wet,Wet_P1_T8,P1,Main,pasture,placement,Wet,27/01/2017,09:30,25.2,8.7
137,Mwantimba,Wet,Wet_P2_T1,P2,Main,pasture,placement,Wet,27/01/2017,10:00,26.3,1.5
138,Mwantimba,Wet,Wet_P2_T2,P2,Main,pasture,placement,Wet,27/01/2017,10:05,24.8,6.9
139,Mwantimba,Wet,Wet_P2_T3,P2,Main,pasture,placement,Wet,27/01/2017,10:10,26.7,4.9
140,Mwantimba,Wet,Wet_P2_T4,P2,Main,pasture,placement,Wet,27/01/2017,10:20,27.6,3.1
141,Mwantimba,Wet,Wet_P2_T5,P2,Main,pasture,placement,Wet,27/01/2017,10:25,26.1,5.3
142,Mwantimba,Wet,Wet_P2_T6,P2,Main,pasture,placement,Wet,27/01/2017,10:35,28.5,7.4
143,Mwantimba,Wet,Wet_P2_T7,P2,Main,pasture,placement,Wet,27/01/2017,10:40,29,5.6
144,Mwantimba,Wet,Wet_P2_T8,P2,Main,pasture,placement,Wet,27/01/2017,10:45,28.3,6.5
145,Mwantimba,Wet,Wet_P3_T1,P3,Main,pasture,placement,Wet,27/01/2017,10:55,27.4,16.8
146,Mwantimba,Wet,Wet_P3_T2,P3,Main,pasture,placement,Wet,27/01/2017,12:00,27.2,15.7
147,Mwantimba,Wet,Wet_P3_T3,P3,Main,pasture,placement,Wet,27/01/2017,12:05,27.3,9.6
148,Mwantimba,Wet,Wet_P3_T4,P3,Main,pasture,placement,Wet,27/01/2017,12:10,27.4,18.1
149,Mwantimba,Wet,Wet_P3_T5,P3,Main,pasture,placement,Wet,27/01/2017,12:15,29.7,11.7
150,Mwantimba,Wet,Wet_P3_T6,P3,Main,pasture,placement,Wet,27/01/2017,12:20,26.5,9.1
151,Mwantimba,Wet,Wet_P3_T7,P3,Main,pasture,placement,Wet,27/01/2017,12:30,29,17.3
152,Mwantimba,Wet,Wet_P3_T8,P3,Main,pasture,placement,Wet,27/01/2017,12:35,24.9,10
153,Mwantimba,Wet,Wet_P4_T1,P4,Main,pasture,placement,Wet,27/01/2017,12:45,28.6,11.4
154,Mwantimba,Wet,Wet_P4_T2,P4,Main,pasture,placement,Wet,27/01/2017,12:55,28.5,7.8
155,Mwantimba,Wet,Wet_P4_T3,P4,Main,pasture,placement,Wet,27/01/2017,13:00,30.4,14.8
156,Mwantimba,Wet,Wet_P4_T4,P4,Main,pasture,placement,Wet,27/01/2017,13:05,29.5,10.8
157,Mwantimba,Wet,Wet_P4_T5,P4,Main,pasture,placement,Wet,27/01/2017,13:05,32,10.2
158,Mwantimba,Wet,Wet_P4_T6,P4,Main,pasture,placement,Wet,27/01/2017,13:15,27.4,12.4
159,Mwantimba,Wet,Wet_P4_T7,P4,Main,pasture,placement,Wet,27/01/2017,13:20,28,14.4
160,Mwantimba,Wet,Wet_P4_T8,P4,Main,pasture,placement,Wet,27/01/2017,13:20,28.7,12.1
161,Handajega,Wet,Wet_W1_T1,W1,Main,wild,placement,Wet,28/01/2017,10:35,26,18.6
162,Handajega,Wet,Wet_W1_T2,W1,Main,wild,placement,Wet,28/01/2017,10:45,27.2,14.6
163,Handajega,Wet,Wet_W1_T3,W1,Main,wild,placement,Wet,28/01/2017,11:00,27.4,14.2
164,Handajega,Wet,Wet_W1_T4,W1,Main,wild,placement,Wet,28/01/2017,11:05,27.4,15.2
165,Handajega,Wet,Wet_W1_T5,W1,Main,wild,placement,Wet,28/01/2017,11:10,24.7,19.2
166,Handajega,Wet,Wet_W1_T6,W1,Main,wild,placement,Wet,28/01/2017,11:15,25.6,18.3
167,Handajega,Wet,Wet_W1_T7,W1,Main,wild,placement,Wet,28/01/2017,11:25,26.7,16
168,Handajega,Wet,Wet_W1_T8,W1,Main,wild,placement,Wet,28/01/2017,11:30,27.7,17.4
169,Handajega,Wet,Wet_W2_T1,W2,Main,wild,placement,Wet,28/01/2017,12:10,30.2,14.5
170,Handajega,Wet,Wet_W2_T2,W2,Main,wild,placement,Wet,28/01/2017,12:20,27.9,7.7
171,Handajega,Wet,Wet_W2_T3,W2,Main,wild,placement,Wet,28/01/2017,12:30,28.9,15.1
172,Handajega,Wet,Wet_W2_T4,W2,Main,wild,placement,Wet,28/01/2017,12:45,29.8,14.2
173,Handajega,Wet,Wet_W2_T5,W2,Main,wild,placement,Wet,28/01/2017,13:00,30.9,17.6
174,Handajega,Wet,Wet_W2_T6,W2,Main,wild,placement,Wet,28/01/2017,13:00,30.8,22
175,Handajega,Wet,Wet_W2_T7,W2,Main,wild,placement,Wet,28/01/2017,13:00,31.1,17.8
176,Handajega,Wet,Wet_W2_T8,W2,Main,wild,placement,Wet,28/01/2017,13:05,29.9,16.5
177,Handajega,Wet,Wet_W3_T1,W3,Main,wild,placement,Wet,28/01/2017,13:55,31.8,25.1
178,Handajega,Wet,Wet_W3_T2,W3,Main,wild,placement,Wet,28/01/2017,14:10,31.1,26.2
179,Handajega,Wet,Wet_W3_T3,W3,Main,wild,placement,Wet,28/01/2017,14:10,31.1,22.5
180,Handajega,Wet,Wet_W3_T4,W3,Main,wild,placement,Wet,28/01/2017,14:15,31.3,20.4
181,Handajega,Wet,Wet_W3_T5,W3,Main,wild,placement,Wet,28/01/2017,14:20,32.2,19.8
182,Handajega,Wet,Wet_W3_T6,W3,Main,wild,placement,Wet,28/01/2017,14:25,33.4,16
183,Handajega,Wet,Wet_W3_T7,W3,Main,wild,placement,Wet,28/01/2017,14:30,32.8,21.1
184,Handajega,Wet,Wet_W3_T8,W3,Main,wild,placement,Wet,28/01/2017,14:40,27.3,19
185,Handajega,Wet,Wet_W4_T1,W4,Main,wild,placement,Wet,28/01/2017,14:50,32.1,26.1
186,Handajega,Wet,Wet_W4_T2,W4,Main,wild,placement,Wet,28/01/2017,15:00,31.3,26.8
187,Handajega,Wet,Wet_W4_T3,W4,Main,wild,placement,Wet,28/01/2017,15:05,31.3,18.2
188,Handajega,Wet,Wet_W4_T4,W4,Main,wild,placement,Wet,28/01/2017,15:20,31.8,10.6
189,Handajega,Wet,Wet_W4_T5,W4,Main,wild,placement,Wet,28/01/2017,15:30,27.3,19.7
190,Handajega,Wet,Wet_W4_T6,W4,Main,wild,placement,Wet,28/01/2017,15:30,31.4,15.3
191,Handajega,Wet,Wet_W4_T7,W4,Main,wild,placement,Wet,28/01/2017,15:55,31.5,15.4
192,Handajega,Wet,Wet_W4_T8,W4,Main,wild,placement,Wet,28/01/2017,15:35,33.1,8.7
193,Makao,Dry,Dry_Ag1_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:30,23.9,28
194,Makao,Dry,Dry_Ag2_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:55,23.9,25.1
195,Makao,Dry,Dry_Ag3_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:05,25.3,26.7
196,Makao,Dry,Dry_Ag4_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:45,26.9,20.1
197,Makao,Dry,Dry_P1_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:00,24.5,26.6
198,Makao,Dry,Dry_P2_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:45,22.9,26.9
199,Makao,Dry,Dry_P3_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:40,25.4,26.6
200,Makao,Dry,Dry_P4_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:35,25.7,27.2
201,Maswa,Dry,Dry_W3_CG4,CG4,CG,wild,placement,Wet,03/02/2017,11:30,25.6,25.1
202,Maswa,Dry,Dry_W2_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:45,24.9,24.9
203,Maswa,Dry,Dry_W1_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:20,25.7,30.7
204,Maswa,Dry,Dry_W4_CG3,CG3,CG,wild,placement,Wet,03/02/2017,11:15,29.2,26.8
205,Mwantimba,Wet,Wet_Ag1_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:05,29.4,25.5
206,Mwantimba,Wet,Wet_Ag2_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:45,24.2,25.7
207,Mwantimba,Wet,Wet_Ag3_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:20,25,23.3
208,Mwantimba,Wet,Wet_Ag4_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:50,23,28.1
209,Mwantimba,Wet,Wet_P1_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:00,25.8,29.9
210,Mwantimba,Wet,Wet_P2_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:20,24.6,26.3
211,Mwantimba,Wet,Wet_P3_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:40,24.4,23.1
212,Mwantimba,Wet,Wet_P4_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:35,23.3,28.5
213,Handajega,Wet,Wet_W1_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:30,25,24
214,Handajega,Wet,Wet_W2_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:55,24.2,26.9
215,Handajega,Wet,Wet_W3_CG1,CG1,CG,wild,placement,Wet,03/02/2017,11:30,27.6,27.2
216,Handajega,Wet,Wet_W4_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:05,25.6,25.3
217,Seronera,Intermediate,Local1_CG1,CG1,CG,wild,placement,Wet,03/02/2017,10:50,26.7,24.4
218,Seronera,Intermediate,Local2_CG2,CG2,CG,wild,placement,Wet,03/02/2017,11:20,25.5,24.7
219,Seronera,Intermediate,Local3_CG3,CG3,CG,wild,placement,Wet,03/02/2017,09:50,23.3,29.5
220,Seronera,Intermediate,Local4_CG4,CG4,CG,wild,placement,Wet,03/02/2017,10:30,23.8,25.9
1,Makao,Dry,Dry_Ag1_T1,A1,Main,agriculture,collection,Wet,24/03/2017,09:05,26,12.2
2,Makao,Dry,Dry_Ag1_T2,A1,Main,agriculture,collection,Wet,24/03/2017,09:10,26.30,8.8
3,Makao,Dry,Dry_Ag1_T3,A1,Main,agriculture,collection,Wet,25/03/2017,,,11.9
4,Makao,Dry,Dry_Ag1_T4,A1,Main,agriculture,collection,Wet,24/03/2017,09:00,25.7,
5,Makao,Dry,Dry_Ag1_T5,A1,Main,agriculture,collection,Wet,24/03/2017,09:00,25.9,10.4
6,Makao,Dry,Dry_Ag1_T6,A1,Main,agriculture,collection,Wet,24/03/2017,09:15,26.8,13.1
7,Makao,Dry,Dry_Ag1_T7,A1,Main,agriculture,collection,Wet,24/03/2017,09:20,26,9.9
8,Makao,Dry,Dry_Ag1_T8,A1,Main,agriculture,collection,Wet,24/03/2017,09:15,26.1,8.8
9,Makao,Dry,Dry_Ag2_T1,A2,Main,agriculture,collection,Wet,24/03/2017,09:45,26.2,9.5
10,Makao,Dry,Dry_Ag2_T2,A2,Main,agriculture,collection,Wet,24/03/2017,10:00,26.4,8.6
11,Makao,Dry,Dry_Ag2_T3,A2,Main,agriculture,collection,Wet,24/03/2017,10:10,25.8,11
12,Makao,Dry,Dry_Ag2_T4,A2,Main,agriculture,collection,Wet,24/03/2017,,,
13,Makao,Dry,Dry_Ag2_T5,A2,Main,agriculture,collection,Wet,24/03/2017,10:00,24.7,10.5
14,Makao,Dry,Dry_Ag2_T6,A2,Main,agriculture,collection,Wet,24/03/2017,10:05,26.5,9
15,Makao,Dry,Dry_Ag2_T7,A2,Main,agriculture,collection,Wet,24/03/2017,09:50,26,12.7
16,Makao,Dry,Dry_Ag2_T8,A2,Main,agriculture,collection,Wet,24/03/2017,10:20,25.8,12.7
17,Makao,Dry,Dry_Ag3_T1,A3,Main,agriculture,collection,Wet,24/03/2017,08:10,23.1,34.4
18,Makao,Dry,Dry_Ag3_T2,A3,Main,agriculture,collection,Wet,24/03/2017,08:35,23.3,35.5
19,Makao,Dry,Dry_Ag3_T3,A3,Main,agriculture,collection,Wet,24/03/2017,08:40,23.3,37.4
20,Makao,Dry,Dry_Ag3_T4,A3,Main,agriculture,collection,Wet,24/03/2017,08:44,23.7,37
21,Makao,Dry,Dry_Ag3_T5,A3,Main,agriculture,collection,Wet,24/03/2017,08:30,22.2,34.6
22,Makao,Dry,Dry_Ag3_T6,A3,Main,agriculture,collection,Wet,24/03/2017,08:55,23.9,31
23,Makao,Dry,Dry_Ag3_T7,A3,Main,agriculture,collection,Wet,24/03/2017,08:00,22.2,31.8
24,Makao,Dry,Dry_Ag3_T8,A3,Main,agriculture,collection,Wet,24/03/2017,08:20,23.3,34
25,Makao,Dry,Dry_Ag4_T1,A4,Main,agriculture,collection,Wet,24/03/2017,09:20,23.7,34
26,Makao,Dry,Dry_Ag4_T2,A4,Main,agriculture,collection,Wet,24/03/2017,09:05,22.7,24.6
27,Makao,Dry,Dry_Ag4_T3,A4,Main,agriculture,collection,Wet,24/03/2017,09:10,23.8,21.1
28,Makao,Dry,Dry_Ag4_T4,A4,Main,agriculture,collection,Wet,24/03/2017,09:10,21.8,25.3
29,Makao,Dry,Dry_Ag4_T5,A4,Main,agriculture,collection,Wet,24/03/2017,09:25,23.2,24.3
30,Makao,Dry,Dry_Ag4_T6,A4,Main,agriculture,collection,Wet,24/03/2017,09:25,22.7,23.1
31,Makao,Dry,Dry_Ag4_T7,A4,Main,agriculture,collection,Wet,24/03/2017,09:30,22.1,29.4
32,Makao,Dry,Dry_Ag4_T8,A4,Main,agriculture,collection,Wet,24/03/2017,09:15,23,29.4
33,Makao,Dry,Dry_P1_T1,P1,Main,pasture,collection,Wet,26/03/2017,10:55,25.4,
34,Makao,Dry,Dry_P1_T2,P1,Main,pasture,collection,Wet,26/03/2017,10:50,26.5,
35,Makao,Dry,Dry_P1_T3,P1,Main,pasture,collection,Wet,26/03/2017,10:40,24.7,
36,Makao,Dry,Dry_P1_T4,P1,Main,pasture,collection,Wet,26/03/2017,10:30,24.7,
37,Makao,Dry,Dry_P1_T5,P1,Main,pasture,collection,Wet,26/03/2017,09:00,24.3,22.4
38,Makao,Dry,Dry_P1_T6,P1,Main,pasture,collection,Wet,26/03/2017,09:10,25,
39,Makao,Dry,Dry_P1_T7,P1,Main,pasture,collection,Wet,26/03/2017,09:35,22.9,
40,Makao,Dry,Dry_P1_T8,P1,Main,pasture,collection,Wet,26/03/2017,09:45,23.5,
41,Makao,Dry,Dry_P2_T1,P2,Main,pasture,collection,Wet,26/03/2017,12:30,28.1,
42,Makao,Dry,Dry_P2_T2,P2,Main,pasture,collection,Wet,26/03/2017,11:20,25.6,
43,Makao,Dry,Dry_P2_T3,P2,Main,pasture,collection,Wet,26/03/2017,11:30,22.7,
44,Makao,Dry,Dry_P2_T4,P2,Main,pasture,collection,Wet,26/03/2017,12:25,24.4,
45,Makao,Dry,Dry_P2_T5,P2,Main,pasture,collection,Wet,26/03/2017,11:45,24.2,
46,Makao,Dry,Dry_P2_T6,P2,Main,pasture,collection,Wet,26/03/2017,,,
47,Makao,Dry,Dry_P2_T7,P2,Main,pasture,collection,Wet,26/03/2017,12:05,24.9,
48,Makao,Dry,Dry_P2_T8,P2,Main,pasture,collection,Wet,26/03/2017,12:10,22.8,
49,Makao,Dry,Dry_P3_T1,P3,Main,pasture,collection,Wet,26/03/2017,15:00,31.1,
50,Makao,Dry,Dry_P3_T2,P3,Main,pasture,collection,Wet,26/03/2017,,,
51,Makao,Dry,Dry_P3_T3,P3,Main,pasture,collection,Wet,26/03/2017,15:20,32,
52,Makao,Dry,Dry_P3_T4,P3,Main,pasture,collection,Wet,26/03/2017,15:30,29.4,
53,Makao,Dry,Dry_P3_T5,P3,Main,pasture,collection,Wet,26/03/2017,,,
54,Makao,Dry,Dry_P3_T6,P3,Main,pasture,collection,Wet,26/03/2017,,,
55,Makao,Dry,Dry_P3_T7,P3,Main,pasture,collection,Wet,26/03/2017,15:10,29.7,
56,Makao,Dry,Dry_P3_T8,P3,Main,pasture,collection,Wet,26/03/2017,15:45,33.2,
57,Makao,Dry,Dry_P4_T1,P4,Main,pasture,collection,Wet,26/03/2017,14:20,32.1,
58,Makao,Dry,Dry_P4_T2,P4,Main,pasture,collection,Wet,26/03/2017,13:35,30.8,
59,Makao,Dry,Dry_P4_T3,P4,Main,pasture,collection,Wet,26/03/2017,14:30,31.7,
60,Makao,Dry,Dry_P4_T4,P4,Main,pasture,collection,Wet,26/03/2017,13:50,33.7,
61,Makao,Dry,Dry_P4_T5,P4,Main,pasture,collection,Wet,26/03/2017,14:00,32.2,
62,Makao,Dry,Dry_P4_T6,P4,Main,pasture,collection,Wet,26/03/2017,14:05,30.9,
63,Makao,Dry,Dry_P4_T7,P4,Main,pasture,collection,Wet,26/03/2017,13:25,30.9,
64,Makao,Dry,Dry_P4_T8,P4,Main,pasture,collection,Wet,26/03/2017,14:35,,
65,Maswa,Dry,Dry_W1_T1,W1,Main,wild,collection,Wet,24/03/2017,10:30,23,29
66,Maswa,Dry,Dry_W1_T2,W1,Main,wild,collection,Wet,24/03/2017,12:20,21.5,21.3
67,Maswa,Dry,Dry_W1_T3,W1,Main,wild,collection,Wet,24/03/2017,10:55,21.5,23
68,Maswa,Dry,Dry_W1_T4,W1,Main,wild,collection,Wet,24/03/2017,12:52,21.9,22.1
69,Maswa,Dry,Dry_W1_T5,W1,Main,wild,collection,Wet,24/03/2017,11:30,23.3,24.6
70,Maswa,Dry,Dry_W1_T6,W1,Main,wild,collection,Wet,24/03/2017,11:45,24.9,23.5
71,Maswa,Dry,Dry_W1_T7,W1,Main,wild,collection,Wet,24/03/2017,12:00,22.9,23.6
72,Maswa,Dry,Dry_W1_T8,W1,Main,wild,collection,Wet,24/03/2017,12:05,22.6,26.2
73,Maswa,Dry,Dry_W2_T1,W2,Main,wild,collection,Wet,24/03/2017,13:45,29.2,20.5
74,Maswa,Dry,Dry_W2_T2,W2,Main,wild,collection,Wet,24/03/2017,13:20,25.7,20.3
75,Maswa,Dry,Dry_W2_T3,W2,Main,wild,collection,Wet,24/03/2017,15:00,30.5,20.1
76,Maswa,Dry,Dry_W2_T4,W2,Main,wild,collection,Wet,24/03/2017,14:00,25,19.5
77,Maswa,Dry,Dry_W2_T5,W2,Main,wild,collection,Wet,24/03/2017,16:15,28.3,24.3
78,Maswa,Dry,Dry_W2_T6,W2,Main,wild,collection,Wet,24/03/2017,15:55,32,20.6
79,Maswa,Dry,Dry_W2_T7,W2,Main,wild,collection,Wet,24/03/2017,14:30,30.6,18.5
80,Maswa,Dry,Dry_W2_T8,W2,Main,wild,collection,Wet,24/03/2017,14:45,31.8,21.9
81,Maswa,Dry,Dry_W3_T1,W3,Main,wild,collection,Wet,24/03/2017,16:40,30.5,23.3
82,Maswa,Dry,Dry_W3_T2,W3,Main,wild,collection,Wet,25/03/2017,13:10,24,18.6
83,Maswa,Dry,Dry_W3_T3,W3,Main,wild,collection,Wet,25/03/2017,17:00,29.6,22.9
