Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash Uncorrected;rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;;;;;;;;;;;;;;;;;;;;
Dry;85;Maswa;Dry;Wild;3;Dry_W3_T5;Open;Green;;;;;;;;;;00.01.1900;;;;;38,69;26,81;34,5;clay loam;6,55;8,6;3,8;O;0;;;-3,295710012;34,85228397;;;;;;;;;;;;;;;;;;;;;;;
Dry;86;Maswa;Dry;Wild;3;Dry_W3_T6;Open;Green;G31;1,939;1,689;;;;;;;21.07.2017;28.09.2017;69;;12,56301686;38,69;26,81;34,5;clay loam;7,55;3,7;7,5;O;0;11,75;26,9;-3,29561404;34,85213703;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;87;Maswa;Dry;Wild;3;Dry_W3_T7;Open;Green;G220;2,118;1,868;;;1,967;1,817;;;21.07.2017;28.09.2017;69;0,052;12,56301686;38,69;26,81;34,5;clay loam;8,55;7,5;12,6;O;1;10,65;24,3;-3,295904975;34,85213603;;;;;;;;;;;;;;;;;;;;;;;
Dry;88;Maswa;Dry;Wild;3;Dry_W3_T8;Open;Green;G531;2,011;1,761;;;1,859;1,709;;;21.07.2017;28.09.2017;69;0,052;12,56301686;38,69;26,81;34,5;clay loam;9,55;;;;;11,7;26,05;-3,295953004;34,85242504;;;;;;;;;;;;;;;;;;;;;;;
Dry;89;Maswa;Dry;Wild;4;Dry_W4_T1;Open;Green;G35;2,03;1,78;;;1,863;1,713;;;21.07.2017;28.09.2017;69;0,067;12,56301686;28,15;25,09;46,77;sandy clay loam;2,17;7,3;35,8;O;0;10,5;26,6;-3,296670998;34,85440702;;;;;;;;;;;;;;;;;;;;;;;
Dry;90;Maswa;Dry;Wild;4;Dry_W4_T2;Open;Green;G264;2,107;1,857;;;;;;;21.07.2017;28.09.2017;69;;12,56301686;28,15;25,09;46,77;sandy clay loam;3,17;7,7;30,4;O;0;9,85;26,45;-3,296686001;34,85437199;;;;;;;;;;;;;;;;;;;;;;;
Dry;91;Maswa;Dry;Wild;4;Dry_W4_T3;Open;Green;G13;2,085;1,835;;;1,91;1,76;;;21.07.2017;28.09.2017;69;0,075;12,56301686;28,15;25,09;46,77;sandy clay loam;4,17;6,1;39,4;O;1;10,95;25,95;-3,296618024;34,85446402;;;;;;;;;;;;;;;;;;;;;;;
Dry;92;Maswa;Dry;Wild;4;Dry_W4_T4;Open;Green;G324;2,043;1,793;;;1,685;1,534;;;21.07.2017;28.09.2017;69;0,259;12,56301686;28,15;25,09;46,77;sandy clay loam;5,17;7,7;24,8;O;1;10,25;26;-3,296553986;34,85445597;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;93;Maswa;Dry;Wild;4;Dry_W4_T5;Open;Green;G99;2,097;1,847;;;1,919;1,768;;;21.07.2017;28.09.2017;69;0,079;12,56301686;28,15;25,09;46,77;sandy clay loam;6,17;6,6;40;O;1;10,45;26,4;-3,296478968;34,854331;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;94;Maswa;Dry;Wild;4;Dry_W4_T6;Open;Green;;;;;;;;;;00.01.1900;;;;;28,15;25,09;46,77;sandy clay loam;7,17;;;;;;;-3,29646497;34,85434097;;;;;;;;;;;;;;;;;;;;;;;
Dry;95;Maswa;Dry;Wild;4;Dry_W4_T7;Open;Green;G126;2,093;1,843;;;1,871;1,72;;;21.07.2017;28.09.2017;69;0,123;12,56301686;28,15;25,09;46,77;sandy clay loam;8,17;5,4;15,2;O;0;8,75;27,35;-3,296725983;34,854216;;;;;;;;;;;;;;;;;;;;;;;
Dry;96;Maswa;Dry;Wild;4;Dry_W4_T8;Open;Green;G244;2,04;1,79;;;1,865;1,714;;;21.07.2017;28.09.2017;69;0,076;12,56301686;28,15;25,09;46,77;sandy clay loam;9,17;4;34,4;O;0;5,1;25,95;-3,296836037;34,85446201;;;;;;;;;;;;;;;;;;;;;;;
Dry;97;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T1;Open;Green;G432;2,066;1,816;;;;;;;23.07.2017;02.10.2017;71;;137,1997965;45,96;14,92;39,12;clay;2,04;2,4;8,9;G;1;6,6;28,5;-2,369162031;34,06028104;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;98;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T2;Open;Green;G184;1,925;1,675;;;0,992;0,841;;;23.07.2017;02.10.2017;71;0,834;137,1997965;45,96;14,92;39,12;clay;3,04;7,8;4,45;G;1;7,25;29,3;-2,369224979;34,06028599;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;99;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T3;Open;Green;;;;;;;;;;00.01.1900;;;;;45,96;14,92;39,12;clay;4,04;5,1;2,3;G;0;;;-2,369284993;34,06028104;;;;;;;;;;;;;;;;;;;;;;;
Dry;100;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T4;Open;Green;G176;2,059;1,809;;;1,315;1,164;;;23.07.2017;02.10.2017;71;0,645;137,1997965;45,96;14,92;39,12;clay;5,04;1,6;15;G;1;6,75;29,1;-2,369198995;34,06020803;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;101;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T5;Open;Green;G11;1,839;1,589;;;1,017;0,866;;;23.07.2017;02.10.2017;71;0,723;137,1997965;45,96;14,92;39,12;clay;6,04;4,35;17;G;1;7,75;29,55;-2,369190026;34,06017702;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;102;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T6;Open;Green;G284;2,076;1,826;;;1,159;1,008;;;23.07.2017;02.10.2017;71;0,818;137,1997965;45,96;14,92;39,12;clay;7,04;7,7;21;G;1;7,3;29,05;-2,369135041;34,06018297;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;103;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T7;Open;Green;G326;2,04;1,79;;;1,063;0,912;;;23.07.2017;02.10.2017;71;0,878;137,1997965;45,96;14,92;39,12;clay;8,04;3,25;16;G;1;30,9;28,8;-2,369133029;34,06023301;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;104;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T8;Open;Green;G162;2,039;1,789;;;1,49;1,339;;;23.07.2017;02.10.2017;71;0,45;137,1997965;45,96;14,92;39,12;clay;9,04;10,5;17;G;1;9,3;28,05;-2,369291028;34,06016202;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;105;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T1;Open;Green;G6;2,016;1,766;;;1,164;1,013;;;23.07.2017;02.10.2017;71;0,753;137,1997965;34,34;19,23;46,43;sandy clay loam;1,75;5,5;23,5;M;0;7,55;30,55;-2,369808024;34,05967101;;;;;;;;;;;;;;;;;;;;;;;
Dry;106;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T2;Open;Green;G20;2,032;1,782;;;1,083;0,932;;;23.07.2017;02.10.2017;71;0,85;137,1997965;34,34;19,23;46,43;sandy clay loam;2,75;8,6;17;M;0;6,1;31,3;-2,369762007;34,05973001;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;107;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T3;Open;Green;G129;1,963;1,713;;;;;;;23.07.2017;02.10.2017;71;;137,1997965;34,34;19,23;46,43;sandy clay loam;3,75;3,85;15,5;M;0;5,3;30,2;-2,369840965;34,059814;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;108;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T4;Open;Green;G258;2,128;1,878;;;0,927;0,777;;;23.07.2017;02.10.2017;71;1,102;137,1997965;34,34;19,23;46,43;sandy clay loam;4,75;9,7;22,5;M;0;7,65;31,8;-2,369862003;34,05975902;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;109;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T5;Open;Green;G294;1,994;1,744;;;0,93;0,78;;;23.07.2017;02.10.2017;71;0,965;137,1997965;34,34;19,23;46,43;sandy clay loam;5,75;10,5;22,5;M;0;7,5;30,65;-2,369839037;34,059714;;;;;;;;;;;;;;;;;;;;;;;
Dry;110;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T6;Open;Green;G350;2,064;1,814;;;0,956;0,806;;;23.07.2017;02.10.2017;71;1,008;137,1997965;34,34;19,23;46,43;sandy clay loam;6,75;5,75;22,5;M;0;7,35;31,15;-2,369754966;34,05966899;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;111;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T7;Open;Green;G274;2,12;1,87;;;1,078;0,927;;;23.07.2017;02.10.2017;71;0,943;137,1997965;34,34;19,23;46,43;sandy clay loam;7,75;6,1;26;M;0;8,3;29,55;-2,369733006;34,05961501;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;112;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T8;Open;Green;;;;;;;;;;00.01.1900;;;;;34,34;19,23;46,43;sandy clay loam;8,75;11,5;15;M;0;;;-2,36967098;34,05973596;;;;;;;;;;;;;;;;;;;;;;;
Dry;113;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T1;Open;Green;G314;2,043;1,793;;;0,781;0,63;;;23.07.2017;30.09.2017;69;1,163;136,2721424;27,96;4,92;67,12;sandy clay loam;0,89;26;88,5;G;0;6,35;28,9;-2,348719994;34,05139103;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;114;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T2;Open;Green;G263;2,096;1,846;;;0,833;0,683;;;23.07.2017;30.09.2017;69;1,164;136,2721424;27,96;4,92;67,12;sandy clay loam;1,89;16,5;87,5;G;0;12,1;28,1;-2,348716976;34,05148499;;;;;;;;;;;;;;;;;;;;;;;
Dry;115;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T3;Open;Green;G125;2,098;1,848;;;0,781;0,631;;;23.07.2017;30.09.2017;69;1,218;136,2721424;27,96;4,92;67,12;sandy clay loam;2,89;19;79,5;G;1;6,9;28,95;-2,348780008;34,05149597;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;116;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T4;Open;Green;G189;2,006;1,756;;;0,769;0,618;;;23.07.2017;30.09.2017;69;1,138;136,2721424;27,96;4,92;67,12;sandy clay loam;3,89;22,5;76;G;1;8,65;29,8;-2,348812027;34,05146697;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;117;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T5;Open;Green;G533;2,107;1,857;;;;;;;23.07.2017;30.09.2017;69;;136,2721424;27,96;4,92;67,12;sandy clay loam;4,89;23,5;76;G;1;10,15;29,05;-2,348814961;34,05143998;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;118;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T6;Open;Green;G200;2,015;1,765;;;0,718;0,567;;;23.07.2017;30.09.2017;69;1,198;136,2721424;27,96;4,92;67,12;sandy clay loam;5,89;17,5;70,5;G;1;7,8;28,25;-2,348872963;34,05145498;;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;119;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T7;Open;Green;G236;2,053;1,803;;;0,815;0,664;;;23.07.2017;30.09.2017;69;1,139;136,2721424;27,96;4,92;67,12;sandy clay loam;6,89;18,5;74,5;G;1;10,05;27,95;-2,348858966;34,05138901;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;120;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T8;Open;Green;;;;;;;;;;00.01.1900;;;;;27,96;4,92;67,12;sandy clay loam;7,89;19;98,5;G;0;;;-2,348644976;34,05149597;;;;;;;;;;;;;;;;;;;;;;;
Dry;121;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T1;Open;Green;G280;1,945;1,695;;;;;;;23.07.2017;30.09.2017;69;;136,2721424;17,96;4,92;77,12;sandy loam;2,02;9,65;63;G;0;5,5;29,1;-2,349263979;34,05146403;;;;;;;;;;;;;;;;;;;;;;;
Dry;122;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T2;Open;Green;G231;2,085;1,835;;;0,789;0,638;;;23.07.2017;30.09.2017;69;1,197;136,2721424;17,96;4,92;77,12;sandy loam;3,02;3,1;53;G;0;9,05;28,55;-2,34923196;34,05142204;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;123;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T3;Open;Green;G292;2,029;1,779;;;0,89;0,739;;;23.07.2017;30.09.2017;69;1,04;136,2721424;17,96;4,92;77,12;sandy loam;4,02;3,9;51;G;1;10,7;27,1;-2,349239001;34,05130402;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;124;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T4;Open;Green;G116;1,925;1,675;;;0,638;0,487;;;23.07.2017;30.09.2017;69;1,188;136,2721424;17,96;4,92;77,12;sandy loam;5,02;5,45;47;G;1;9,15;28,05;-2,349279989;34,05128097;;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;125;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T5;Open;Green;G50;1,954;1,704;;;0,891;0,741;;;23.07.2017;30.09.2017;69;0,964;136,2721424;17,96;4,92;77,12;sandy loam;6,02;9,3;43;G;1;10,85;28,05;-2,34933204;34,05132196;;;;;;;;;;;;;;;;;;;;;;;
Dry;126;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T6;Open;Green;;;;;;;;;;00.01.1900;;;;;17,96;4,92;77,12;sandy loam;7,02;10,85;40;G;1;;;-2,349350983;34,05133202;;;;;;;;;;;;;;;;;;;;;;;
Dry;127;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T7;Open;Green;G318;1,929;1,679;;;0,706;0,556;;;23.07.2017;30.09.2017;69;1,124;136,2721424;17,96;4,92;77,12;sandy loam;8,02;5,35;58;G;1;9,7;28,1;-2,349185022;34,05126496;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;128;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T8;Open;Green;G34;2,133;1,883;;;0,926;0,775;;;23.07.2017;30.09.2017;69;1,108;136,2721424;17,96;4,92;77,12;sandy loam;9,02;10,9;44;G;0;8,45;161,75;-2,349309996;34,05141802;;;;;;;;;;;;;;;;;;;;;;;
Dry;129;"Mwantimba
";Wet;Pasture;1;Wet_P1_T1;Open;Green;G80;2,026;1,776;;;0,73;0,579;;;23.07.2017;30.09.2017;69;1,197;136,2721424;31,21;11,38;57,41;sandy clay loam;1,73;2,4;2,4;O;1;11,8;29,05;-2,350336025;34,04966201;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;130;"Mwantimba
";Wet;Pasture;1;Wet_P1_T2;Open;Green;G64;2,084;1,834;;;0,837;0,686;;;23.07.2017;30.09.2017;69;1,148;136,2721424;31,21;11,38;57,41;sandy clay loam;2,73;2,1;3,5;O;0;8,95;28,55;-2,350372989;34,04962697;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;131;"Mwantimba
";Wet;Pasture;1;Wet_P1_T3;Open;Green;G118;2,087;1,837;;;0,875;0,725;;;23.07.2017;30.09.2017;69;1,113;136,2721424;31,21;11,38;57,41;sandy clay loam;3,73;4,5;7,5;O;0;8,95;28,6;-2,350325966;34,049617;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;132;"Mwantimba
";Wet;Pasture;1;Wet_P1_T4;Open;Green;;;;;;;;;;00.01.1900;;;;;31,21;11,38;57,41;sandy clay loam;4,73;0,7;9,8;G;1;;;-2,350480026;34,04955103;;;;;;;;;;;;;;;;;;;;;;;
Dry;133;"Mwantimba
";Wet;Pasture;1;Wet_P1_T5;Open;Green;G270;2,014;1,764;;;;;;;23.07.2017;30.09.2017;69;;136,2721424;31,21;11,38;57,41;sandy clay loam;5,73;2,2;10;O;1;8,75;31,3;-2,350474996;34,04980198;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;134;"Mwantimba
";Wet;Pasture;1;Wet_P1_T6;Open;Green;G316;2,058;1,808;;;0,651;0,501;;;23.07.2017;30.09.2017;69;1,308;136,2721424;31,21;11,38;57,41;sandy clay loam;6,73;1,1;15,4;O;1;6,65;29,2;-2,350355973;34,04980098;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;135;"Mwantimba
";Wet;Pasture;1;Wet_P1_T7;Open;Green;G77;2,019;1,769;;;0,943;0,793;;;23.07.2017;30.09.2017;69;0,977;136,2721424;31,21;11,38;57,41;sandy clay loam;7,73;2,1;5,6;O;1;8,55;31,35;-2,350358991;34,049719;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;136;"Mwantimba
";Wet;Pasture;1;Wet_P1_T8;Open;Green;G332;2,121;1,871;;;0,983;0,832;;;23.07.2017;30.09.2017;69;1,039;136,2721424;31,21;11,38;57,41;sandy clay loam;8,73;2,3;16,3;G;1;5,9;29,9;-2,350215996;34,04982202;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;137;"Mwantimba
";Wet;Pasture;2;Wet_P2_T1;Open;Green;G30;2,068;1,818;;;0,809;0,658;;;23.07.2017;30.09.2017;69;1,16;136,2721424;33,96;8,92;57,12;sandy clay loam;2,07;1,2;32,4;G;1;8,9;27,55;-2,348596025;34,05007096;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;138;"Mwantimba
";Wet;Pasture;2;Wet_P2_T2;Open;Green;G213;2,067;1,817;;;0,662;0,511;;;23.07.2017;30.09.2017;69;1,306;136,2721424;33,96;8,92;57,12;sandy clay loam;3,07;2,8;26,4;G;1;7,05;28,8;-2,348544979;34,05014698;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;139;"Mwantimba
";Wet;Pasture;2;Wet_P2_T3;Open;Green;G250;2,014;1,764;;;0,806;0,656;;;23.07.2017;30.09.2017;69;1,109;136,2721424;33,96;8,92;57,12;sandy clay loam;4,07;5,7;19,4;G;1;11,2;28,15;-2,348720999;34,05012804;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;140;"Mwantimba
";Wet;Pasture;2;Wet_P2_T4;Open;Green;G401;1,939;1,689;;;0,93;0,78;;;23.07.2017;30.09.2017;69;0,909;136,2721424;33,96;8,92;57,12;sandy clay loam;5,07;1,4;33,4;G;1;7,3;28;-2,348625027;34,05007096;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;141;"Mwantimba
";Wet;Pasture;2;Wet_P2_T5;Open;Green;;;;;;;;;;00.01.1900;;;;;33,96;8,92;57,12;sandy clay loam;6,07;1,4;28,4;G;1;;;-2,348606;34,05001002;;;;;;;;;;;;;;;;;;;;;;;
Dry;142;"Mwantimba
";Wet;Pasture;2;Wet_P2_T6;Open;Green;G87;1,987;1,737;;;;;;;23.07.2017;30.09.2017;69;;136,2721424;33,96;8,92;57,12;sandy clay loam;7,07;1,7;33,8;G;1;8,45;28,4;-2,348618992;34,04999603;YES;;YES;;;;;;;;;;;;;;;;;;;;
Dry;143;"Mwantimba
";Wet;Pasture;2;Wet_P2_T7;Open;Green;G501;1,917;1,667;;;0,787;0,636;;;23.07.2017;30.09.2017;69;1,031;136,2721424;33,96;8,92;57,12;sandy clay loam;8,07;2;23,4;G;1;12,5;28;-2,348497035;34,04997901;;;;;;;;;;;;;;;;;;;;;;;
Dry;144;"Mwantimba
";Wet;Pasture;2;Wet_P2_T8;Open;Green;G141;2,031;1,781;;;0,662;0,511;;;23.07.2017;30.09.2017;69;1,27;136,2721424;33,96;8,92;57,12;sandy clay loam;9,07;2,5;19,8;G;1;9,45;29,15;-2,34865604;34,04989502;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;145;"Mwantimba
";Wet;Pasture;3;Wet_P3_T1;Open;Green;G131;1,967;1,717;;;1,544;1,393;;;23.07.2017;02.10.2017;71;0,324;137,1997965;39,96;12,92;47,12;sandy clay;1,65;3,95;13;O;0;6,35;30;-2,367526973;34,06035799;;;;;;;;;;;;;;;;;;;;;;;
Dry;146;"Mwantimba
";Wet;Pasture;3;Wet_P3_T2;Open;Green;G465;2,004;1,754;;;1,685;1,534;;;23.07.2017;02.10.2017;71;0,22;137,1997965;39,96;12,92;47,12;sandy clay;2,65;2,75;17,7;O;1;6,1;31;-2,367538037;34,06038196;;;;;;;;;;;;;;;;;;;;;;;
Dry;147;"Mwantimba
";Wet;Pasture;3;Wet_P3_T3;Open;Green;G15;2,051;1,801;;;1,671;1,521;;;23.07.2017;02.10.2017;71;0,281;137,1997965;39,96;12,92;47,12;sandy clay;3,65;3,6;19;M;1;5,6;29,9;-2,367578018;34,06032303;;;;;;;;;;;;;;;;;;;;;;;
Dry;148;"Mwantimba
";Wet;Pasture;3;Wet_P3_T4;Open;Green;G290;2,054;1,804;;;1,656;1,506;;;23.07.2017;02.10.2017;71;0,298;137,1997965;39,96;12,92;47,12;sandy clay;4,65;4,9;17,49;M;1;6,5;31,6;-2,367626969;34,06031096;;;;;;;;;;;;;;;;;;;;;;;
Dry;149;"Mwantimba
";Wet;Pasture;3;Wet_P3_T5;Open;Green;G194;2,032;1,782;;;1,56;1,409;;;23.07.2017;02.10.2017;71;0,373;137,1997965;39,96;12,92;47,12;sandy clay;5,65;2,8;13;M;1;6,3;31;-2,367717996;34,06032496;;;;;;;;;;;;;;;;;;;;;;;
Dry;150;"Mwantimba
";Wet;Pasture;3;Wet_P3_T6;Open;Green;G272;2,065;1,815;;;;;;;23.07.2017;02.10.2017;71;;137,1997965;39,96;12,92;47,12;sandy clay;6,65;2,75;19;O;0;6,2;30,8;-2,367523033;34,06051297;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;151;"Mwantimba
";Wet;Pasture;3;Wet_P3_T7;Open;Green;;;;;;;;;;00.01.1900;;;;;39,96;12,92;47,12;sandy clay;7,65;1,4;7,9;O;1;;;-2,367346007;34,06031004;;;;;;;;;;;;;;;;;;;;;;;
Dry;152;"Mwantimba
";Wet;Pasture;3;Wet_P3_T8;Open;Green;G198;1,931;1,681;;;1,366;1,215;;;23.07.2017;02.10.2017;71;0,466;137,1997965;39,96;12,92;47,12;sandy clay;8,65;2,2;15;M;0;6,4;28,45;-2,367543988;34,06016897;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;153;"Mwantimba
";Wet;Pasture;4;Wet_P4_T1;Open;Green;G197;2,112;1,862;;;1,285;1,134;;;23.07.2017;02.10.2017;71;0,728;137,1997965;27,96;4,92;67,12;sandy clay loam;1,04;2,1;16,4;G;0;5,65;31,65;-2,367678015;34,05937797;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;154;"Mwantimba
";Wet;Pasture;4;Wet_P4_T2;Open;Green;G127;1,949;1,699;;;1,19;1,039;;;23.07.2017;02.10.2017;71;0,66;137,1997965;27,96;4,92;67,12;sandy clay loam;2,04;2,15;9;G;0;4,05;30,45;-2,367729982;34,05935199;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;155;"Mwantimba
";Wet;Pasture;4;Wet_P4_T3;Open;Green;G253;2,017;1,767;;;1,248;1,098;;;23.07.2017;02.10.2017;71;0,669;137,1997965;27,96;4,92;67,12;sandy clay loam;3,04;1,2;11;G;0;5,1;29,4;-2,367711961;34,059339;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;156;"Mwantimba
";Wet;Pasture;4;Wet_P4_T4;Open;Green;G47;2,084;1,834;;;1,117;0,966;;;23.07.2017;02.10.2017;71;0,868;137,1997965;27,96;4,92;67,12;sandy clay loam;4,04;1,55;9,1;O;0;4,5;30,35;-2,36769503;34,05949901;;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;157;"Mwantimba
";Wet;Pasture;4;Wet_P4_T5;Open;Green;G328;2,131;1,881;;;;;;;23.07.2017;02.10.2017;71;;137,1997965;27,96;4,92;67,12;sandy clay loam;5,04;2,3;7,7;O;0;5,65;29,85;-2,367801983;34,05952197;YES;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;158;"Mwantimba
";Wet;Pasture;4;Wet_P4_T6;Open;Green;G21;2,04;1,79;;;;;;;23.07.2017;02.10.2017;71;;137,1997965;27,96;4,92;67,12;sandy clay loam;6,04;1,9;4,3;O;0;5,95;31,8;-2,367927041;34,05930002;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;159;"Mwantimba
";Wet;Pasture;4;Wet_P4_T7;Open;Green;;;;;;;;;;00.01.1900;;;;;27,96;4,92;67,12;sandy clay loam;7,04;2,65;0;G;1;;;-2,36768296;34,05923699;;;;;;;;;;;;;;;;;;;;;;;
Dry;160;"Mwantimba
";Wet;Pasture;4;Wet_P4_T8;Open;Green;G482;2,056;1,806;;;1,482;1,331;;;23.07.2017;02.10.2017;71;0,475;137,1997965;27,96;4,92;67,12;sandy clay loam;8,04;0,8;10,8;O;0;6,25;29,2;-2,367547005;34,05949499;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;161;Handajega;Wet;Wild;1;Wet_W1_T1;Open;Green;G51;2,026;1,776;;;0,816;0,665;;;24.07.2017;01.10.2017;69;1,111;162,6342073;21,96;4,92;73,12;sandy clay loam;1,24;7,6;35,8;M;0;5,65;31,7;-2,272751033;34,02317603;;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;162;Handajega;Wet;Wild;1;Wet_W1_T2;Open;Green;G238;2,116;1,866;;;0,811;0,66;;;24.07.2017;01.10.2017;69;1,206;162,6342073;21,96;4,92;73,12;sandy clay loam;2,24;4,1;31,4;M;0;4,45;31,65;-2,272706022;34,02316203;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;163;Handajega;Wet;Wild;1;Wet_W1_T3;Open;Green;G59;1,929;1,679;;;0,957;0,806;;;24.07.2017;01.10.2017;69;0,873;162,6342073;21,96;4,92;73,12;sandy clay loam;3,24;7,8;28,8;M;0;4,45;32,75;-2,272671992;34,02321098;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;164;Handajega;Wet;Wild;1;Wet_W1_T4;Open;Green;G7;1,974;1,724;;;0,82;0,67;;;24.07.2017;01.10.2017;69;1,054;162,6342073;21,96;4,92;73,12;sandy clay loam;4,24;9,5;20,8;M;0;5,05;31,3;-2,272618013;34,023213;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;165;Handajega;Wet;Wild;1;Wet_W1_T5;Open;Green;G85;2,136;1,886;;;0,844;0,693;;;24.07.2017;01.10.2017;69;1,193;162,6342073;21,96;4,92;73,12;sandy clay loam;5,24;10,4;13,8;M;0;5,3;32,05;-2,272475017;34,02334501;;;;;;;;;;;;;;;;;;;;;;;
Dry;166;Handajega;Wet;Wild;1;Wet_W1_T6;Open;Green;G1;1,987;1,737;;;0,85;0,7;;;24.07.2017;01.10.2017;69;1,037;162,6342073;21,96;4,92;73,12;sandy clay loam;6,24;2,1;4,7;M;0;5,15;33,25;-2,272549029;34,02288602;;;YES;;;;;;;;;;;;;;;;;;;;
