ID,Region,Site,Block,Circle,Block.ID,Horizon,Sample_Depth.cm,Volume.cm3,Intended_sample_depth.cm ,WP,Date_time ,Lat.decimal.degrees,Long.decimal.degrees,UTM.zone,UTM.East,UTM.North,Altitude,Land_Use,Last_fire.yr,Fire_frequency.2000_2017,MAP.mm_yr,Total_weight.g,SubBefore_DRY.g,SubAfter_DRY.g,SubAfter_SIEVED.g,Tot_weight_fine_earth_air_dry.g,BD_fine_earth_air_dry,DryMatter.per,BD_fine_earth.DM.corr,LOI_550.per,LOI_900.per,fraction_inorg_C,fraction_org_C,Clay.per,Silt.per,Sand.per,Tot.C.per,C.kg_m2,Org.C.per,Tot.N.per,N.kg_m2,pH,CEC.cmol_kg,Al.g_kg,Fe.g_kg,P.g_kg,Olsen-P.mg_kg
182,Park Nyigoti,6,1,3,21,Min-hor,19.67,138.16,15.00,84,17/12/2017 08:59,-2.04778,34.75777778,36 M,684236,9776797,1376,Pasture,2013,8,1134.81,225,45.98,39.12,39.12,191.43,1.39,,,,,,,26,39,35,1.32,2.69,,0.08,0.22,6.03,,,,,
183,Park Nyigoti,6,1,4,21,A-hor,5.00,132.30,5.00,85,17/12/2017 09:13,-2.04750,34.75527778,36 M,684219,9776799,1377,Pasture,2013,8,1134.81,167,52.6,45.15,45.15,143.35,1.08,,,,,,,23,46,32,2.46,1.33,,0.15,0.08,6.17,,,,,
184,Park Nyigoti,6,1,4,21,Min-hor,18.00,122.46,15.00,85,17/12/2017 09:13,-2.04750,34.75527778,36 M,684219,9776799,1377,Pasture,2013,8,1134.81,204.5,57.74,50.28,50.28,178.08,1.45,,,,,,,26,39,35,2.05,3.87,,0.12,0.31,5.95,,,,,
185,Park Nyigoti,6,2,1,22,A-hor,5.00,132.30,5.00,86,17/12/2017 09:47,-2.15500,34.69694444,36 M,683829,9776085,1370,Pasture,2010,7,1134.81,156,101.39,87.77,87.77,135.04,1.02,,,,,,,,,,3.24,1.65,,0.20,0.10,6.66,,,,,
186,Park Nyigoti,6,2,1,22,Min-hor,18.00,122.46,15.00,86,17/12/2017 09:47,-2.15500,34.69694444,36 M,683829,9776085,1370,Pasture,2010,7,1134.81,183,98.86,84.28,72.3,133.83,1.09,,,,,,,,,,2.67,3.79,,0.16,0.31,6.44,,,,,
187,Park Nyigoti,6,2,2,22,A-hor,5.00,132.30,5.00,87,17/12/2017 10:01,-2.15306,34.69833333,36 M,683838,9776098,1371,Pasture,2010,7,1134.81,167.5,47.15,40.9,38.9,138.19,1.04,,,,,,,,,,3.20,1.67,,0.17,0.09,6.42,,,,,
188,Park Nyigoti,6,2,2,22,Min-hor,18.17,124.03,15.00,87,17/12/2017 10:01,-2.15306,34.69833333,36 M,683838,9776098,1371,Pasture,2010,7,1134.81,183,47.09,40.81,40.81,158.59,1.28,,,,,,,,,,2.96,4.99,,0.17,0.39,6.43,,,,,
189,Park Nyigoti,6,2,3,22,A-hor,5.00,132.30,5.00,88,17/12/2017 10:10,-2.15444,34.69944444,36 M,683845,9776089,1371,Pasture,2010,7,1134.81,133,57.36,48.8,48.8,113.15,0.86,,,,,,,,,,3.65,1.56,,0.20,0.09,6.47,,,,,
190,Park Nyigoti,6,2,3,22,Min-hor,17.00,113.04,15.00,88,17/12/2017 10:10,-2.15444,34.69944444,36 M,683845,9776089,1371,Pasture,2010,7,1134.81,182,43.73,36.56,36.56,152.16,1.35,,,,,,,,,,2.93,4.74,,0.20,0.45,6.37,,,,,
191,Park Nyigoti,6,2,4,22,A-hor,5.00,132.30,5.00,89,17/12/2017 10:19,-2.15222,34.69944444,36 M,683845,9776105,1373,Pasture,2010,7,1134.81,161,56.05,50.27,47.4,136.15,1.03,,,,,,,,,,2.97,1.53,,0.21,0.11,6.42,,,,,
192,Park Nyigoti,6,2,4,22,Min-hor,17.00,113.04,15.00,89,17/12/2017 10:19,-2.15222,34.69944444,36 M,683845,9776105,1373,Pasture,2010,7,1134.81,168.5,49.76,44.88,44.88,151.98,1.34,,,,,,,,,,2.00,3.23,,0.14,0.33,6.48,,,,,
193,Park Nyigoti,6,3,1,23,A-hor,5.00,132.30,5.00,90,17/12/2017 10:58,-2.28111,34.68777778,36 M,683767,9775249,1372,Pasture,2007,6,1134.81,184.5,107.42,95.5,95.5,164.03,1.24,98.31,1.22,7.14,7.99,0.11,0.89,21,36,44,2.29,1.42,2.04,0.17,0.10,6.54,25.28,0.92,3.5,0.52,56
194,Park Nyigoti,6,3,1,23,Min-hor,20.00,141.30,15.00,90,17/12/2017 10:58,-2.28111,34.68777778,36 M,683767,9775249,1372,Pasture,2007,6,1134.81,229.5,112.61,99.17,99.17,202.11,1.43,98.70,1.41,5.72,6.63,0.14,0.86,22,37,41,1.88,4.04,1.63,0.14,0.39,6.41,23.53,1.1,4.3,0.49,37
195,Park Nyigoti,6,3,2,23,A-hor,5.00,132.30,5.00,91,17/12/2017 11:10,-2.27917,34.68833333,36 M,683770,9775263,1370,Pasture,2007,6,1134.81,188,55.43,48.72,48.72,165.24,1.25,,,,,,,21,36,44,2.44,1.52,,0.17,0.11,6.34,,,,,
196,Park Nyigoti,6,3,2,23,Min-hor,20.00,141.30,15.00,91,17/12/2017 11:10,-2.27917,34.68833333,36 M,683770,9775263,1370,Pasture,2007,6,1134.81,241.5,53.03,45.94,45.94,209.21,1.48,,,,,,,22,37,41,1.86,4.12,,0.13,0.38,6.23,,,,,
197,Park Nyigoti,6,3,3,23,A-hor,5.00,132.30,5.00,92,17/12/2017 11:23,-2.27944,34.6875,36 M,683765,9775261,1370,Pasture,2007,6,1134.81,230,53.74,44.89,44.89,192.12,1.45,,,,,,,21,36,44,3.69,2.68,,0.25,0.18,6.33,,,,,
198,Park Nyigoti,6,3,3,23,Min-hor,20.00,141.30,15.00,92,17/12/2017 11:23,-2.27944,34.6875,36 M,683765,9775261,1370,Pasture,2007,6,1134.81,242,51.43,43.99,43.99,206.99,1.46,,,,,,,22,37,41,1.45,3.18,,0.09,0.28,6.04,,,,,
199,Park Nyigoti,6,3,4,23,A-hor,5.00,132.30,5.00,93,17/12/2017 11:36,-2.28139,34.68833333,36 M,683771,9775247,1370,Pasture,2007,6,1134.81,175.4,50.19,43.53,43.53,152.13,1.15,,,,,,,21,36,44,3.24,1.86,,0.22,0.13,6.5,,,,,
200,Park Nyigoti,6,3,4,23,Min-hor,19.33,135.02,15.00,93,17/12/2017 11:36,-2.28139,34.68833333,36 M,683771,9775247,1370,Pasture,2007,6,1134.81,209.5,52.19,44.98,44.98,180.56,1.34,,,,,,,22,37,41,1.87,3.58,,0.13,0.34,6.25,,,,,
201,Park Nyigoti,6,4,1,24,A-hor,5.00,132.30,5.00,94,17/12/2017 12:02,-2.11583,34.68361111,36 M,683739,9774614,1368,Pasture,2013,5,1134.81,172.5,104.68,90.41,87.5,144.19,1.09,,,,,,,,,,3.41,1.86,,0.26,0.14,7.01,,,,,
202,Park Nyigoti,6,4,1,24,Min-hor,18.67,128.74,15.00,94,17/12/2017 12:02,-2.11583,34.68361111,36 M,683739,9774614,1368,Pasture,2013,5,1134.81,92,94.67,82.49,78,75.80,0.59,,,,,,,,,,2.44,1.96,,0.17,0.19,7.06,,,,,
203,Park Nyigoti,6,4,2,24,A-hor,5.00,132.30,5.00,95,17/12/2017 12:15,-2.11944,34.68611111,36 M,683754,9774589,1367,Pasture,2013,5,1134.81,157,51.96,45.61,45.61,137.81,1.04,,,,,,,,,,3.08,1.60,,0.20,0.11,7.02,,,,,
204,Park Nyigoti,6,4,2,24,Min-hor,18.17,124.03,15.00,95,17/12/2017 12:15,-2.11944,34.68611111,36 M,683754,9774589,1367,Pasture,2013,5,1134.81,171,53.09,45.78,42.6,137.21,1.11,,,,,,,,,,2.70,3.93,,0.16,0.33,6.79,,,,,
205,Park Nyigoti,6,4,3,24,A-hor,5.00,132.30,5.00,96,17/12/2017 12:32,-2.11611,34.68472222,36 M,683746,9774612,1368,Pasture,2013,5,1134.81,157,49.75,40.73,34,107.30,0.81,,,,,,,,,,2.96,1.20,,0.21,0.08,7.09,,,,,
206,Park Nyigoti,6,4,3,24,Min-hor,19.33,135.02,15.00,96,17/12/2017 12:32,-2.11611,34.68472222,36 M,683746,9774612,1368,Pasture,2013,5,1134.81,193.5,47.48,39.81,32.4,132.04,0.98,,,,,,,,,,2.96,4.15,,0.20,0.38,7.02,,,,,
207,Park Nyigoti,6,4,4,24,A-hor,5.00,132.30,5.00,97,17/12/2017 12:38,-2.11861,34.68583333,36 M,683753,9774595,1368,Pasture,2013,5,1134.81,169.5,50.58,44.62,44.62,149.53,1.13,,,,,,,,,,2.96,1.68,,0.19,0.11,6.98,,,,,
208,Park Nyigoti,6,4,4,24,Min-hor,19.17,133.45,15.00,97,17/12/2017 12:38,-2.11861,34.68583333,36 M,683753,9774595,1368,Pasture,2013,5,1134.81,191.3,54.04,47.7,47.7,168.86,1.27,,,,,,,,,,2.79,5.00,,0.18,0.43,6.8,,,,,
209,Ikorongo,7,1,1,25,A-hor,5.00,132.30,5.00,110,18/12/2017 12:08,-2.21000,34.88638889,36 M,685095,9777452,1397,Wild,2015,11,1134.81,184,102.82,87.19,87.19,156.03,1.18,97.33,1.15,9.70,10.92,0.11,0.89,35,40,25,3.49,2.06,3.11,0.20,0.12,6.4,36.54,1.5,3.2,0.6,64
210,Ikorongo,7,1,1,25,Min-hor,18.00,122.46,15.00,110,18/12/2017 12:08,-2.21000,34.88638889,36 M,685095,9777452,1397,Wild,2015,11,1134.81,195,91.22,77.44,77.44,165.54,1.35,97.36,1.32,8.20,9.53,0.14,0.86,39,36,25,2.60,4.57,2.24,0.14,0.35,6.2,32.09,1.5,3.5,0.6,67
211,Ikorongo,7,1,2,25,A-hor,5.00,132.30,5.00,111,18/12/2017 12:21,-2.20500,34.88861111,36 M,685109,9777485,1393,Wild,2015,11,1134.81,181,43.79,37.36,37.36,154.42,1.17,,,,,,,35,40,25,4.25,2.48,,0.24,0.14,6.32,,,,,
212,Ikorongo,7,1,2,25,Min-hor,17.17,114.61,15.00,111,18/12/2017 12:21,-2.20500,34.88861111,36 M,685109,9777485,1393,Wild,2015,11,1134.81,178,57.68,50.05,50.05,154.45,1.35,,,,,,,39,36,25,3.60,5.91,,0.21,0.49,6.01,,,,,
213,Ikorongo,7,1,3,25,A-hor,5.00,132.30,5.00,112,18/12/2017 12:23,-2.20778,34.88666667,36 M,685096,9777466,1393,Wild,2015,11,1134.81,179,47.38,41.34,41.34,156.18,1.18,,,,,,,35,40,25,2.68,1.58,,0.16,0.09,6.5,,,,,
214,Ikorongo,7,1,3,25,Min-hor,16.67,109.90,15.00,112,18/12/2017 12:23,-2.20778,34.88666667,36 M,685096,9777466,1393,Wild,2015,11,1134.81,162.3,54.01,47.95,47.95,144.09,1.31,,,,,,,39,36,25,3.06,4.68,,0.19,0.42,6.277,,,,,
215,Ikorongo,7,1,4,25,A-hor,5.00,132.30,5.00,113,18/12/2017 12:43,-2.20861,34.88888889,36 M,685112,9777461,1393,Wild,2015,11,1134.81,162,55.73,49.96,49.96,145.23,1.10,,,,,,,35,40,25,2.54,1.40,,0.16,0.09,7.05,,,,,
216,Ikorongo,7,1,4,25,Min-hor,17.50,117.75,15.00,113,18/12/2017 12:43,-2.20861,34.88888889,36 M,685112,9777461,1393,Wild,2015,11,1134.81,174,50.07,44.18,44.18,153.53,1.30,,,,,,,39,36,25,2.44,3.98,,0.16,0.37,6.5,,,,,
217,Ikorongo,7,2,1,26,A-hor,5.00,132.30,5.00,106,18/12/2017 11:24,-2.27444,34.87055556,36 M,684989,9777025,1388,Wild,2013,10,1134.81,193,105.48,87.3,87.3,159.74,1.21,,,,,,,,,,3.64,2.20,,0.21,0.13,6.33,,,,,
218,Ikorongo,7,2,1,26,Min-hor,18.17,124.03,15.00,106,18/12/2017 11:24,-2.27444,34.87055556,36 M,684989,9777025,1388,Wild,2013,10,1134.81,209.5,102.45,88.05,88.05,180.05,1.45,,,,,,,,,,2.16,4.13,,0.13,0.34,6.03,,,,,
219,Ikorongo,7,2,2,26,A-hor,5.00,132.30,5.00,107,18/12/2017 11:27,-2.27639,34.86916667,36 M,684980,9777012,1388,Wild,2013,10,1134.81,180.5,50.47,43.3,43.3,154.86,1.17,,,,,,,,,,2.87,1.68,,0.17,0.10,6.34,,,,,
220,Ikorongo,7,2,2,26,Min-hor,18.50,127.17,15.00,107,18/12/2017 11:27,-2.27639,34.86916667,36 M,684980,9777012,1388,Wild,2013,10,1134.81,210.5,58.41,50.92,50.92,183.51,1.44,,,,,,,,,,1.92,3.74,,0.11,0.30,6.03,,,,,
221,Ikorongo,7,2,3,26,A-hor,5.00,132.30,5.00,108,18/12/2017 11:32,-2.27500,34.87166667,36 M,684997,9777021,1388,Wild,2013,10,1134.81,196.5,51.44,42.44,42.44,162.12,1.23,,,,,,,,,,3.00,1.84,,0.18,0.11,6.32,,,,,
222,Ikorongo,7,2,3,26,Min-hor,19.83,139.73,15.00,108,18/12/2017 11:32,-2.27500,34.87166667,36 M,684997,9777021,1388,Wild,2013,10,1134.81,216,57.47,49.19,49.19,184.88,1.32,,,,,,,,,,2.49,4.88,,0.16,0.41,6.19,,,,,
223,Ikorongo,7,2,4,26,A-hor,5.00,132.30,5.00,109,18/12/2017 11:42,-2.27278,34.87166667,36 M,684995,9777035,1389,Wild,2013,10,1134.81,222,52.47,43.91,43.91,185.78,1.40,,,,,,,,,,3.27,2.30,,0.20,0.14,6.28,,,,,
224,Ikorongo,7,2,4,26,Min-hor,19.00,131.88,15.00,109,18/12/2017 11:42,-2.27278,34.87166667,36 M,684995,9777035,1389,Wild,2013,10,1134.81,176.5,52.58,44.75,44.75,150.22,1.14,,,,,,,,,,2.67,4.26,,0.15,0.33,6.17,,,,,
225,Ikorongo,7,3,1,27,A-hor,5.00,132.30,5.00,102,18/12/2017 10:23,-2.06472,34.82861111,36 M,684709,9776684,1379,Wild,2013,10,1134.81,183,95.92,80.67,80.67,153.91,1.16,97.99,1.14,8.62,10.13,0.15,0.85,25,44,31,3.42,1.99,2.91,0.20,0.12,6.31,26.92,1.1,4.3,0.6,59
226,Ikorongo,7,3,1,27,Min-hor,18.50,127.17,15.00,102,18/12/2017 10:23,-2.06472,34.82861111,36 M,684709,9776684,1379,Wild,2013,10,1134.81,202.5,100.91,87.66,84.8,170.17,1.34,98.06,1.31,6.54,8.02,0.19,0.81,28,40,31,2.09,3.77,1.70,0.13,0.32,6.09,18.11,1.2,4.8,0.63,65
227,Ikorongo,7,3,2,27,A-hor,5.00,132.30,5.00,103,18/12/2017 10:35,-2.06306,34.83111111,36 M,684724,9776694,1379,Wild,2013,10,1134.81,186,51.32,45,45,163.09,1.23,,,,,,,25,44,31,2.34,1.44,,0.14,0.08,6.52,,,,,
228,Ikorongo,7,3,2,27,Min-hor,15.83,102.05,15.00,103,18/12/2017 10:35,-2.06306,34.83111111,36 M,684724,9776694,1379,Wild,2013,10,1134.81,163,47.45,41.84,41.84,143.73,1.41,,,,,,,28,40,31,3.78,5.77,,0.23,0.52,6.02,,,,,
229,Ikorongo,7,3,3,27,A-hor,5.00,132.30,5.00,104,18/12/2017 10:44,-2.06722,34.83,36 M,684717,9776667,1380,Wild,2013,10,1134.81,191.5,50,43.18,43.18,165.38,1.25,,,,,,,25,44,31,2.21,1.38,,0.14,0.09,6.17,,,,,
230,Ikorongo,7,3,3,27,Min-hor,17.67,119.32,15.00,104,18/12/2017 10:44,-2.06722,34.83,36 M,684717,9776667,1380,Wild,2013,10,1134.81,206,57.22,49.26,49.26,177.34,1.49,,,,,,,28,40,31,1.85,3.48,,0.12,0.31,6.03,,,,,
231,Ikorongo,7,3,4,27,A-hor,5.00,132.30,5.00,105,18/12/2017 10:52,-2.06778,34.83222222,36 M,684733,9776664,1381,Wild,2013,10,1134.81,173,51.3,44.77,44.77,150.98,1.14,,,,,,,25,44,31,2.43,1.38,,0.15,0.09,6.43,,,,,
232,Ikorongo,7,3,4,27,Min-hor,18.17,124.03,15.00,105,18/12/2017 10:52,-2.06778,34.83222222,36 M,684733,9776664,1381,Wild,2013,10,1134.81,185.5,48.83,43.14,43.14,163.88,1.32,,,,,,,28,40,31,1.48,2.57,,0.10,0.24,6.08,,,,,
233,Ikorongo,7,4,1,28,A-hor,5.00,132.30,5.00,98,18/12/2017 09:31,-2.22333,34.82138889,36 M,684660,9775631,1366,Wild,2017,7,1134.81,170,97.66,94.98,80.3,139.78,1.06,,,,,,,,,,4.56,2.41,,0.27,0.14,6.18,,,,,
234,Ikorongo,7,4,1,28,Min-hor,17.33,116.18,15.00,98,18/12/2017 09:31,-2.22333,34.82138889,36 M,684660,9775631,1366,Wild,2017,7,1134.81,185,89.48,75.39,75.39,155.87,1.34,,,,,,,,,,2.80,4.64,,0.17,0.39,5.8,,,,,
235,Ikorongo,7,4,2,28,A-hor,5.00,132.30,5.00,99,18/12/2017 09:41,-2.22083,34.82555556,36 M,684686,9775648,1366,Wild,2017,7,1134.81,174.5,45.37,38.42,38.42,147.77,1.12,,,,,,,,,,3.81,2.13,,0.22,0.12,6.14,,,,,
236,Ikorongo,7,4,2,28,Min-hor,19.00,131.88,15.00,99,18/12/2017 09:41,-2.22083,34.82555556,36 M,684686,9775648,1366,Wild,2017,7,1134.81,217,60.43,52.55,52.55,188.70,1.43,,,,,,,,,,1.80,3.60,,0.12,0.34,5.99,,,,,
237,Ikorongo,7,4,3,28,A-hor,5.00,132.30,5.00,100,18/12/2017 09:50,-2.22361,34.8225,36 M,684666,9775630,1366,Wild,2017,7,1134.81,184,47.73,41.18,41.18,158.75,1.20,,,,,,,,,,2.38,1.43,,0.15,0.09,6.16,,,,,
238,Ikorongo,7,4,3,28,Min-hor,19.33,135.02,15.00,100,18/12/2017 09:50,-2.22361,34.8225,36 M,684666,9775630,1366,Wild,2017,7,1134.81,206,44.28,37.74,37.74,175.57,1.30,,,,,,,,,,2.04,3.80,,0.12,0.31,6.89,,,,,
239,Ikorongo,7,4,4,28,A-hor,5.00,132.30,5.00,101,18/12/2017 10:02,-2.22222,34.82333333,36 M,684672,9775638,1367,Wild,2017,7,1134.81,177,43.69,35.7,35.7,144.63,1.09,,,,,,,,,,3.23,1.77,,0.18,0.10,6.12,,,,,
240,Ikorongo,7,4,4,28,Min-hor,18.83,130.31,15.00,101,18/12/2017 10:02,-2.22222,34.82333333,36 M,684672,9775638,1367,Wild,2017,7,1134.81,208,53.4,44.76,44.76,174.35,1.34,,,,,,,,,,2.15,3.98,,0.13,0.34,6.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
