number,Latitude,Longitude,area,rain.region,landuse,block,date,area.m2,ind.no,species,N.non,tree.part,entity,circum.cm,dbh.cm,base.di.raw,base.di.cm,height.cm,age,condition,dbh.kg.per.tree,basal.diamter,basal.diamter,total.basal.area.m2,Biomass.kg.per.tree,Biomass.kg.per.treePhilipo,Carbon.kg.per.tree,References,Fire.freq,Year.of.last.fire,annual.precip.mm2015_2017,precip.mm2017,precip.mm2016
1230,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,11,Commiphora trothae,non,trunk,live,,0,1.3,1.3,83,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1231,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,12,Commiphora trothae,non,trunk,live,,0,2,2,45,young,good,0,2.830447459,1.677035318,0.0003142,1.677035318,1.677035318,0.838517659,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1232,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,13,Ormocarpum trachycarpum,non,trunk,live,,0,1.8,1.8,60,young,good,0,2.653825708,1.623522623,0.0002545,1.623522623,1.623522623,0.811761312,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1233,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,14,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,45,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1234,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,15,Commiphora trothae,non,trunk,live,,0,0.9,0.9,23,young,good,0,1.661145949,1.281852546,0.0000636,1.281852546,1.281852546,0.640926273,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1235,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,16,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,65,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1236,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,17,Ormocarpum trachycarpum,non,trunk,live,,0,0.7,0.7,45,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1237,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,18,Cordia ovalis,non,trunk,live,,0,1.8,1.8,27,young,good,0,2.653825708,1.623522623,0.0002545,1.623522623,1.623522623,0.811761312,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1238,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,19,Cordia ovalis,non,trunk,live,,0,2.6,2.6,36,young,good,0,3.297190644,1.810853568,0.0005309,1.810853568,1.810853568,0.905426784,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1239,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,20,Cordia ovalis,non,trunk,live,,0,1.7,1.7,42,young,good,0,2.560724539,1.59459228,0.000227,1.59459228,1.59459228,0.79729614,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1240,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,21,Albizia harveii,N,trunk,live,,0,2.4,2.4,28,young,good,0,3.150865105,1.769990143,0.0004524,1.769990143,1.769990143,0.884995071,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1241,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,22,Ziziphus abysinica,non,trunk,live,,0,2.3,2.3,49,young,good,0,3.074441519,1.748268149,0.0004155,1.748268149,1.748268149,0.874134074,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1242,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,23,Ormocarpum trachycarpum,non,trunk,live,,0,3.9,3.9,43,young,good,0,4.086442125,2.017037958,0.0011946,2.017037958,2.017037958,1.008518979,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1243,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,24,Ormocarpum trachycarpum,non,trunk,live,,0,1.5,1.5,45,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1244,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,25,Albizia harveii,N,trunk,live,,0,2.4,2.4,31,young,good,0,3.150865105,1.769990143,0.0004524,1.769990143,1.769990143,0.884995071,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1245,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,26,Ormocarpum trachycarpum,non,trunk,live,,0,2.25,2.25,106,young,good,0,3.035356791,1.737054055,0.0003976,1.737054055,1.737054055,0.868527028,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1246,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,27,Ormocarpum trachycarpum,non,trunk,live,,0,3.9,3.9,102,young,good,0,4.086442125,2.017037958,0.0011946,2.017037958,2.017037958,1.008518979,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1247,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,28,Ormocarpum trachycarpum,non,trunk,live,,0,1.5,1.5,118,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1248,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,29,Ormocarpum trachycarpum,non,trunk,live,,0,1.3,1.3,89,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1249,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,30,Ormocarpum trachycarpum,non,trunk,live,,0,1.8,1.8,75,young,good,0,2.653825708,1.623522623,0.0002545,1.623522623,1.623522623,0.811761312,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1250,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,31,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,34,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1251,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,32,Ormocarpum trachycarpum,non,trunk,live,,0,2.6,2.6,92,young,good,0,3.297190644,1.810853568,0.0005309,1.810853568,1.810853568,0.905426784,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1252,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,33,Ormocarpum trachycarpum,non,trunk,live,,0,1.4,1.4,93,young,good,0,2.259199968,1.497063782,0.0001539,1.497063782,1.497063782,0.748531891,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1253,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,34,Ormocarpum trachycarpum,non,trunk,live,,0,1.5,1.5,30,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1254,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,35,Ormocarpum trachycarpum,non,trunk,live,,0,2.4,2.4,137,young,good,0,3.150865105,1.769990143,0.0004524,1.769990143,1.769990143,0.884995071,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1255,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,36,Ormocarpum trachycarpum,non,trunk,live,,0,1.4,1.4,14,young,good,0,2.259199968,1.497063782,0.0001539,1.497063782,1.497063782,0.748531891,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1256,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,37,Albizia harveii,N,trunk,live,,0,1.3,1.3,18,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1257,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,38,Albizia harveii,N,trunk,live,,0,1.3,1.3,16,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1258,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,39,Ormocarpum trachycarpum,non,trunk,live,,0,0.5,0.5,9,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1259,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,40,Ormocarpum trachycarpum,non,trunk,live,,0,1.5,1.5,10,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1260,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,41,Ormocarpum trachycarpum,non,trunk,live,,0,2.7,2.7,12,young,good,0,3.367332018,1.830118034,0.0005726,1.830118034,1.830118034,0.915059017,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1261,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,42,Ormocarpum trachycarpum,non,trunk,live,,0,1.2,1.2,9,young,good,0,2.036450843,1.420721944,0.0001131,1.420721944,1.420721944,0.710360972,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1262,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,43,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,14,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1263,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,44,Ormocarpum trachycarpum,non,trunk,live,,0,2.1,2.1,25,young,good,0,2.914389405,1.701878199,0.0003464,1.701878199,1.701878199,0.8509391,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1264,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,45,Ormocarpum trachycarpum,non,trunk,live,,0,0.2,0.2,15,young,good,0,0.484743185,0.683186055,0.0000031,0.683186055,0.683186055,0.341593027,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1265,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,46,Ormocarpum trachycarpum,non,trunk,live,,0,0.7,0.7,11,young,good,0,1.376408323,1.165507753,0.0000385,1.165507753,1.165507753,0.582753877,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1266,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,47,Ormocarpum trachycarpum,non,trunk,live,,0,1,1,23,young,good,0,1.792456782,1.332087378,0.0000785,1.332087378,1.332087378,0.666043689,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1267,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,48,Ormocarpum trachycarpum,non,trunk,live,,0,2.7,2.7,11,young,good,0,3.367332018,1.830118034,0.0005726,1.830118034,1.830118034,0.915059017,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1268,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,49,Ormocarpum trachycarpum,non,trunk,live,,0,2.4,2.4,15,young,good,0,3.150865105,1.769990143,0.0004524,1.769990143,1.769990143,0.884995071,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1269,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,50,Ormocarpum trachycarpum,non,trunk,live,,0,3.3,3.3,20,young,good,0,3.752054458,1.932370166,0.0008553,1.932370166,1.932370166,0.966185083,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1270,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,51,Ormocarpum trachycarpum,non,trunk,live,,0,1.5,1.5,28,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1271,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,52,Ormocarpum trachycarpum,non,trunk,live,,0,3,3,120,young,good,0,3.566913564,1.883856036,0.0007069,1.883856036,1.883856036,0.941928018,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1272,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,53,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,40,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1273,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,54,Commiphora trothae,non,trunk,live,,0,2.1,2.1,20,young,good,0,2.914389405,1.701878199,0.0003464,1.701878199,1.701878199,0.8509391,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1274,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,55,Boscia foetida,non,trunk,live,,0,2.3,2.3,28,young,good,0,3.074441519,1.748268149,0.0004155,1.748268149,1.748268149,0.874134074,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1275,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,56,Ormocarpum trachycarpum,non,trunk,live,,0,2,2,120,young,good,0,2.830447459,1.677035318,0.0003142,1.677035318,1.677035318,0.838517659,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1276,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,57,Ormocarpum trachycarpum,non,trunk,live,,0,1.1,1.1,40,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1277,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,58,Ormocarpum trachycarpum,non,trunk,live,,0,1,1,20,young,good,0,1.792456782,1.332087378,0.0000785,1.332087378,1.332087378,0.666043689,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1278,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,59,Ormocarpum trachycarpum,non,trunk,live,,0,1.7,1.7,28,young,good,0,2.560724539,1.59459228,0.000227,1.59459228,1.59459228,0.79729614,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1279,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,60,Ormocarpum trachycarpum,non,trunk,live,,0,2,2,120,young,good,0,2.830447459,1.677035318,0.0003142,1.677035318,1.677035318,0.838517659,Chamshama et al. 2004,6,2010,672.042796,619.7923439,589.5417058
1280,-3.406114,34.850596,Makao,Dry,pasture,1,10.12.2017,2500,61,Ormocarpum trachycarpum,non,trunk,live,,0,3.6,3.6,40,young,good,0,3.924704137,1.976538423,0.0010179,1.976538423,1.976538423,0.988269211,Lugana. 2015,6,2010,672.042796,619.7923439,589.5417058
1281,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,1,Commiphora africana,non,trunk,live,79,25.14648101,,0,0,mature,good (branch cut),303.0957185,0.018,0,0.0496644,303.0957185,235.1247552,151.5478592,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1282,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,1,Commiphora africana,non,trunk,live,79,25.14648101,,0,0,mature,good,303.0957185,0.018,0,0.0496644,303.0957185,235.1247552,151.5478592,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1283,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,2,Commiphora africana,non,trunk,live,59.4,18.90760724,,0,0,middle,good ,157.7375842,0.018,0,0.0280779,157.7375842,113.5358946,78.86879211,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1284,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,2,Commiphora africana,non,trunk,live,59.5,18.93943823,,0,0,middle,good ,158.3464641,0.018,0,0.0281725,158.3464641,114.0245077,79.17323206,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1285,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,2,Commiphora africana,non,branch,live,46.2,14.70591674,,0,0,middle,good,88.70552947,0.018,0,0.0169854,88.70552947,59.77056428,44.35276474,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1286,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,2,Commiphora africana,non,branch,live,46.3,14.73774773,,0,0,middle,good,89.14590813,0.018,0,0.017059,89.14590813,60.10141022,44.57295407,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1287,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,3,Commiphora africana,non,trunk,live,84.8,26.99267835,,0,0,mature,good,356.4942847,0.018,0,0.0572246,356.4942847,281.7416172,178.2471424,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1288,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,3,Commiphora africana,non,trunk,dead,,0,,0,0,mature,cut down,0,0.018,0,0,0,0,0,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1289,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,4,Commiphora africana,non,trunk,live,89.4,28.45690382,,0,0,mature,good,402.3445887,0.018,0,0.0636013,402.3445887,322.419335,201.1722944,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1290,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,4,Commiphora africana,non,trunk,live,89.4,28.45690382,,0,0,mature,good,402.3445887,0.018,0,0.0636013,402.3445887,322.419335,201.1722944,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1291,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,4,Commiphora africana,non,branch,live,102,32.46760839,,0,0,mature,good,544.1924912,0.018,0,0.0827926,544.1924912,451.453091,272.0962456,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1292,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,4,Commiphora africana,non,branch,live,102,32.46760839,,0,0,mature,good,544.1924912,0.018,0,0.0827926,544.1924912,451.453091,272.0962456,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1293,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,5,Commiphora africana,non,trunk,live,78,24.82817112,,0,0,mature,good,294.3799246,0.018,0,0.048415,294.3799246,227.6008675,147.1899623,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1294,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,5,Commiphora africana,non,trunk,dead,,0,,0,0,mature,cut down,0,0.018,0,0,0,0,0,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1295,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,6,Commiphora africana,non,trunk,live,173,55.06761031,,0,0,mature,good,1825.053106,0.018,0,0.238168,1825.053106,1739.354454,912.5265531,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1296,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,6,Commiphora africana,non,trunk,live,173,55.06761031,,0,0,mature,good,1825.053106,0.018,0,0.238168,1825.053106,1739.354454,912.5265531,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1297,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,7,Commiphora africana,non,trunk,live,101,32.1492985,,0,0,mature,good,532.0499249,0.018,0,0.0811772,532.0499249,440.2393511,266.0249624,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1298,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,7,Commiphora africana,non,trunk,live,101,32.1492985,,0,0,mature,good,532.0499249,0.018,0,0.0811772,532.0499249,440.2393511,266.0249624,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1299,-3.409070978,34.85271203,Makao,Dry,pasture,2,9.5.2017,2500,8,Acacia tortilis,N,trunk,live,227,72.25634416,,0,0,mature,good,3400.136364,0.018,0,0.4100557,3400.136364,3480.089441,1700.068182,Lugana. 2015,5,2010,672.042796,619.7923439,589.5417058
1300,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,8,Acacia tortilis,N,trunk,live,227,72.25634416,,0,0,mature,good,3400.136364,0.018,0,0.4100557,3400.136364,3480.089441,1700.068182,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1301,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,9,Balanites aegyptiaca,non,trunk,live,,0,2.1,2.1,27,young,good,0,2.914389405,1.701878199,0.0003464,1.701878199,1.701878199,0.8509391,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1302,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,10,Sclerocarya birrea,non,trunk,live,,0,1.8,1.8,32,young,good,0,2.653825708,1.623522623,0.0002545,1.623522623,1.623522623,0.811761312,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1303,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,11,Sclerocarya birrea,non,trunk,live,,0,0.1,0.1,41,young,good,0,0.26199406,0.493957549,0.0000008,4.94E-01,0.493957549,0.246978775,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1304,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,12,Acacia tortilis,N,trunk,live,,0,0.4,0.4,23,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1305,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,13,Acacia tortilis,N,trunk,live,,0,0.5,0.5,18,young,good,0,1.055990677,1.018818275,0.0000196,1.018818275,1.018818275,0.509409137,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1306,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,14,Acacia tortilis,N,trunk,live,,0,0.4,0.4,24,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1307,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,15,Grewia bicolor,non,trunk,live,,0,1.3,1.3,32,young,good,0,2.150247355,1.46022168,0.0001327,1.46022168,1.46022168,0.73011084,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1308,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,16,Grewia bicolor,non,trunk,live,,0,0.9,0.9,18,young,good,0,1.661145949,1.281852546,0.0000636,1.281852546,1.281852546,0.640926273,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1309,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,17,Grewia bicolor,non,trunk,live,,0,0.4,0.4,42,young,good,0,0.879368926,0.928099631,0.0000126,0.928099631,0.928099631,0.464049816,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
1310,-3.409070978,34.85271203,Makao,Dry,pasture,2,10.12.2017,2500,18,Grewia bicolor,non,trunk,live,,0,1.2,1.2,37,young,good,0,2.036450843,1.420721944,0.0001131,1.420721944,1.420721944,0.710360972,Chamshama et al. 2004,5,2010,672.042796,619.7923439,589.5417058
