plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,target.sp.,pasture.disc.setup,height. setup,target.sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,target.sp.cover.harvest,total.veg.cover.harvest,pre.biomass.target.sp.g,pre.biomass.total.g,biomass.target.sp.,biomass.other.sp.,biomass.total.g,productivity.target.g.m2.day,consumption.target.g.m2.day,productivity.total.g.m2.day,consumption.total.g.m2.day,consumption.per
DRY_W_2_EX2_H4,DRY_W_2_H4,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H4,980,-3.303268,34.847796,7/21/2017,28/09/2017,69,6.9,Cyn.dac,2.2,1.8,12,17,1.5,2.2,7,14,5.73,18.58,3.87,4.05,7.92,-0.17,0.05,-0.23,0.13,56.29173913
DRY_W_2_OP_H4,DRY_W_2_H4,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H4,980,-3.303268,34.847796,7/21/2017,28/09/2017,69,6.9,Cyn.dac,2,7,5,20,1,1.6,4,8,8,13.57,2.52,2.05,4.57,-0.22,,-0.36,,
DRY_W_3_EX_H4,DRY_W_3_H4,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H4,998,-3.295645,34.852435,7/21/2017,28/09/2017,69,6.9,Cyn.dac,2.5,7.6,13,30,2.5,2,8,15,5.85,14.85,5.11,5.46,10.57,0.01,0.06,-0.03,0.15,499.97
DRY_W_3_EX2_H4,DRY_W_3_H4,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H4,998,-3.295645,34.852435,7/21/2017,28/09/2017,69,6.9,Cyn.dac,,2,6,10,1,1,3,5,6.88,28.83,1.77,3.15,4.92,-0.12,-0.07,-0.25,-0.08,-32.25
DRY_W_3_OP_H4,DRY_W_3_H4,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H4,998,-3.295645,34.852435,7/21/2017,28/09/2017,69,6.9,Cyn.dac,2.8,1,10,13,0,1.6,5,6,4.74,11.25,3.6,3.29,6.89,-0.05,,-0.18,,
DRY_W_4_EX_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H4,1000,-3.296013,34.854327,7/21/2017,28/09/2017,69,12.56,Cyn.dac,3.5,1.6,5,10,1.5,1.2,5,9,4.67,13.48,3.8,3.87,7.67,0.01,0.08,-0.04,0.05,124.96
DRY_W_4_EX2_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H4,1000,-3.296013,34.854327,7/21/2017,28/09/2017,69,12.56,Cyn.dac,2.5,1.8,14,19,2,1.8,11,13,3.6,17.61,3.92,6.29,10.21,0.02,0.09,0.06,0.16,-266.6066667
DRY_W_4_OP_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H4,1000,-3.296013,34.854327,7/21/2017,28/09/2017,69,12.56,Cyn.dac,1.5,4.6,8,22,1.5,1.8,6,13,3.46,8.6,1.72,4.61,6.33,-0.07,,-0.09,,
DRY_P_1_EX_H4,DRY_P_1_H4,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H4,1009,-3.303212,34.847736,7/22/2017,27/09/2017,67,6.53,Chl.pyc,0.5,1,5,15,0,0,1,5,16.78,30.3,0.18,2.19,2.37,-0.31,0.01,-0.42,0.1,23.38952381
DRY_P_1_OP_H4,DRY_P_1_H4,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H4,1009,-3.303212,34.847736,7/22/2017,27/09/2017,67,6.53,Chl.pyc,1.5,1,10,25,0,0,1,6,7.75,12.5,0,0,0,-0.32,,-0.52,,
DRY_P_2_EX_H4,DRY_P_2_H4,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H4,1006,-3.408426,34.850244,7/22/2017,27/09/2017,67,6.53,Chl.pyc,0.5,0.4,5,10,0,0,1,4,4.42,21.3,0,0,0,-0.02,0,-0.33,0,-0.33
DRY_P_2_OP_H4,DRY_P_2_H4,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H4,1006,-3.408426,34.850244,7/22/2017,27/09/2017,67,6.53,Chl.pyc,2,4.6,5,20,0,0,1,4,0.44,8.02,0,0,0,-0.02,,-0.33,,
DRY_P_3_EX_H4,DRY_P_3_H4,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H4,1001,-3.406316,34.850407,7/22/2017,27/09/2017,67,6.53,Chl.pyc,0.5,0.9,4,8,0,0,1,3,1.43,15.61,0,0,0,-0.02,,-0.35,,
DRY_P_3_OP_H4,DRY_P_3_H4,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H4,1001,-3.406316,34.850407,7/22/2017,27/09/2017,67,6.53,Chl.pyc,0.5,1,2,8,,,,,0.43,8.4,,,,,,,,
DRY_P_4_EX_H4,DRY_P_4_H4,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H4,1003,-3.406853,34.8516,7/22/2017,27/09/2017,67,6.53,Chl.pyc,0.7,1.4,7,15,0,0,1,8,2.6,20.86,0,0,0,-0.04,,-0.24,,
DRY_P_4_OP_H4,DRY_P_4_H4,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H4,1003,-3.406853,34.8516,7/22/2017,27/09/2017,67,6.53,Chl.pyc,1,0.9,2,10,,,,,0.98,5.72,,,,,,,,
SE_1_EX_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,EX,H4,1023,-2.437747,34.855162,7/26/2017,25/09/2017,61,167.09,Dig.mac,4,7.6,25,35,5,10.2,20,50,18.05,51.35,30.41,30.83,61.24,0.94,0.32,1.43,0.64,-43.32524476
SE_1_EX2_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,EX2,H4,1023,-2.437747,34.855162,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.5,10.8,20,50,7,15,30,70,13.9,24.58,23.55,55.17,78.72,0.63,0.01,2.22,1.44,-62.64486486
SE_1_OP_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,OP,H4,1023,-2.437747,34.855162,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.2,6.8,20,30,2.5,7,25,40,9.69,29.92,23.3,23.81,47.11,0.62,,0.78,,
SE_2_EX_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,EX,H4,1025,-2.437766,34.855394,7/26/2017,25/09/2017,61,167.09,Dig.mac,4.2,17.8,10,45,5,10.8,12,70,7.72,23.09,10.67,72.08,82.75,-0.3,-0.07,2.23,1.81,-78.93591928
SE_2_EX2_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,EX2,H4,1025,-2.437766,34.855394,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.2,9,5,30,2.75,7.6,8,35,29.3,60.32,8.58,40.1,48.68,-0.39,-0.16,0.68,0.25,-36.08470588
SE_2_OP_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,OP,H4,1025,-2.437766,34.855394,7/26/2017,25/09/2017,61,167.09,Dig.mac,3.5,4.8,12,40,3.5,6.2,17,40,17.15,33.74,12.14,30.97,43.11,-0.23,,0.43,,
SE_3_EX_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,EX,H4,1027,-2.437991,34.855418,7/26/2017,25/09/2017,61,167.09,Dig.mac,4.4,12.2,20,65,5.5,13.4,25,60,12.5,18.42,34.89,53.18,88.07,1.28,1.23,2.68,2.94,-107.0214925
SE_3_EX2_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,EX2,H4,1027,-2.437991,34.855418,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.5,9.2,22,35,2.25,7.2,18,35,10.12,29.83,18.62,19.16,37.78,0.54,0.49,0.39,0.65,-166.2766667
SE_3_OP_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,OP,H4,1027,-2.437991,34.855418,7/26/2017,25/09/2017,61,167.09,Dig.mac,3.5,1.4,7,25,3.5,3.2,10,27,6.81,29.12,7.86,15.66,23.52,0.05,,-0.26,,
SE_4_EX_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,EX,H4,1026,-2.438079,34.854989,7/26/2017,25/09/2017,61,167.09,Dig.mac,3.2,9.2,15,30,4,8.6,20,40,16.55,40.81,18.33,18.93,37.26,0.53,0.12,1.08,0.33,-29.47555556
SE_4_EX2_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,EX2,H4,1026,-2.438079,34.854989,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.5,8.4,15,25,5.75,7.8,20,40,5.67,25.39,27.72,23.55,51.27,0.95,0.55,1.72,0.97,-54.67534884
SE_4_OP_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,OP,H4,1026,-2.438079,34.854989,7/26/2017,25/09/2017,61,167.09,Dig.mac,2.5,8.8,15,30,2.5,5.4,12,35,6.8,13.57,15.6,14.35,29.95,0.4,,0.75,,
WET_W_1_EX_H5,WET_W_1_H5,WET_W,WET_W_1,Handajega,WET,W,1,EX,H5,954,-2.272484,34.023326,10/01/2017,14/12/2017,74,428.22,The.tri,4.4,14.4,15,40,5,63.2,18,60,10.26,56.77,14,41.45,55.45,0.2,0.3,0.37,0.99,-267.1975676
WET_W_1_OP_H5,WET_W_1_H5,WET_W,WET_W_1,Handajega,WET,W,1,OP,H5,954,-2.272484,34.023326,10/01/2017,14/12/2017,74,428.22,The.tri,3.5,8.6,10,30,4,55.2,20,65,8.78,45.69,6,23,29,-0.1,,-0.63,,
WET_W_2_EX_H5,WET_W_2_H5,WET_W,WET_W_2,Handajega,WET,W,2,EX,H5,953,-2.2783,34.024459,10/01/2017,14/12/2017,74,428.22,The.tri,2.7,3.6,15,30,3.5,30.2,15,55,7.72,27.75,12,9,21,0.15,0.04,-0.33,-0.79,-239.7239394
WET_W_2_OP_H5,WET_W_2_H5,WET_W,WET_W_2,Handajega,WET,W,2,OP,H5,953,-2.2783,34.024459,10/01/2017,14/12/2017,74,428.22,The.tri,3.5,11.8,30,60,5.3,43,30,95,8.07,29.88,11,31,42,0.11,,0.45,,
WET_W_3_EX_H5,WET_W_3_H5,WET_W,WET_W_3,Handajega,WET,W,3,EX,H5,951,-2.277999,34.027678,10/01/2017,14/12/2017,74,428.22,The.tri,7.7,21.4,10,55,10,55.2,20,85,10.83,39.04,19,27,46,0.2,0.45,-1.97,1.28,63.00461929
WET_W_3_OP_H5,WET_W_3_H5,WET_W,WET_W_3,Handajega,WET,W,3,OP,H5,951,-2.277999,34.027678,10/01/2017,14/12/2017,74,428.22,The.tri,3,4.6,12,40,4,23,40,65,13.75,98.39,7,5,12,-0.25,,-3.24,,
WET_W_4_EX_H5,WET_W_4_H5,WET_W,WET_W_4,Handajega,WET,W,4,EX,H5,950,-2.278837,34.031884,10/01/2017,14/12/2017,74,428.22,The.tri,3.6,11,34,45,9.5,51.6,55,92,51.26,58.63,21,41.29,62.29,0.47,0.34,1.03,1.29,-124.2127184
WET_W_4_OP_H5,WET_W_4_H5,WET_W,WET_W_4,Handajega,WET,W,4,OP,H5,950,-2.278837,34.031884,10/01/2017,14/12/2017,74,428.22,The.tri,3.8,8.4,22,27,5,49,50,55,8.57,34.95,12,16,28,0.13,,-0.26,,
WET_P_1_EX_H5,WET_P_1_H5,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H5,957,-2.350052,34.049976,9/30/2017,13/12/2017,74,512.07,Chr.ori,0,0.9,16,20,3,9.6,80,95,22.77,23.96,12,4,16,-0.84,0.19,-0.73,0.3,40.36589041
WET_P_1_OP_H5,WET_P_1_H5,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H5,957,-2.350052,34.049976,9/30/2017,13/12/2017,74,512.07,Chr.ori,0,1.4,21,26,1,1.8,85,95,34.5,35.44,7,1,8,-1.03,,-1.03,,
WET_P_2_EX_H5,WET_P_2_H5,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H5,959,-2.348488,34.05011,9/30/2017,13/12/2017,74,512.07,Chr.ori,0,1.2,8,12,4.5,20.2,65,92,20.96,26.78,9,11,20,-0.33,0.11,0.04,0.45,-1124.96
WET_P_2_OP_H5,WET_P_2_H5,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H5,959,-2.348488,34.05011,9/30/2017,13/12/2017,74,512.07,Chr.ori,0,1,14,18,2.4,4.2,60,72,17.9,19.01,6,2,8,-0.45,,-0.41,,
WET_P_3_EX_H5,WET_P_3_H5,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H5,1022,-2.367293,34.062509,9/30/2017,13/12/2017,74,512.07,Chr.ori,1,1.3,44,55,2,4.8,85,97,13.18,18.56,14,7,21,0.05,-0.03,0.23,0.15,-64.9873913
WET_P_3_OP_H5,WET_P_3_H5,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H5,1022,-2.367293,34.062509,9/30/2017,13/12/2017,74,512.07,Chr.ori,1.5,1.8,25,45,2,2.4,68,75,12.64,14.74,14.89,2,16.89,0.08,,0.08,,
WET_P_4_EX_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H5,1020,-2.36857,34.062586,9/30/2017,13/12/2017,74,512.07,Chr.ori,1,1.2,18,26,3.5,27.1,55,85,13.92,21.18,21.78,34.47,56.25,0.16,0.59,0.98,1.55,-157.1832653
WET_P_4_OP_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H5,1020,-2.36857,34.062586,9/30/2017,13/12/2017,74,512.07,Chr.ori,1,2.4,37,30,1.5,4.3,55,65,17.63,30.06,6,9,15,-0.44,,-0.57,,
DRY_W_1_EX_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H5,995,-3.299332,34.848458,9/28/2017,11/12/2017,74,151.07,Cyn.dac,3.5,9.8,5,32,2.5,4.2,15,20,2.28,9.65,7.7,22,29.7,0.13,0.21,0.76,0.96,-125.5557895
DRY_W_1_EX2_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H5,995,-3.299332,34.848458,9/28/2017,11/12/2017,74,151.07,Cyn.dac,2.5,2.2,9,12,3,10.3,15,60,5.32,18.94,11.96,2,13.96,0.29,0.37,0.17,0.37,-217.4770588
DRY_W_1_OP_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H5,995,-3.299332,34.848458,9/28/2017,11/12/2017,74,151.07,Cyn.dac,3,1.2,7,10,3.5,0.8,5,10,4.33,9.54,2,2,4,-0.09,,-0.21,,
DRY_W_2_EX_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H5,980,-3.303268,34.847796,9/28/2017,11/12/2017,74,151.07,Cyn.dac,1.6,4.4,10,23,2,4.2,20,28,12.35,15.76,4,16.87,20.87,0.06,0.08,0.61,0.6,-97.75065574
DRY_W_2_EX2_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H5,980,-3.303268,34.847796,9/28/2017,11/12/2017,74,151.07,Cyn.dac,1,2.4,10,13,1.5,3.9,12,45,3.87,7.92,5,3,8,0.09,0.11,0.13,0.11,-84.48538462
DRY_W_2_OP_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H5,980,-3.303268,34.847796,9/28/2017,11/12/2017,74,151.07,Cyn.dac,1.5,2.4,5,15,1,1.8,8,26,2.52,4.57,2,3,5,-0.02,,0.02,,
DRY_W_3_EX_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H5,998,-3.295645,34.852435,9/28/2017,11/12/2017,74,151.07,Cyn.dac,2,2,10,17,1,0.9,8,35,5.11,10.57,10.48,4,14.48,0.26,0.28,0.28,0.36,-128.2914286
DRY_W_3_EX2_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H5,998,-3.295645,34.852435,9/28/2017,11/12/2017,74,151.07,Cyn.dac,1,1.6,1,7,2,2.5,10,35,1.77,4.92,2,6,8,-0.06,-0.04,0.04,0.11,-274.96
DRY_W_3_OP_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H5,998,-3.295645,34.852435,9/28/2017,11/12/2017,74,151.07,Cyn.dac,1.8,1.4,10,10,2.5,1.9,5,10,3.6,6.89,3,2,5,-0.02,,-0.07,,
DRY_W_4_EX_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H5,1000,-3.296013,34.854327,9/28/2017,11/12/2017,74,214.85,Cyn.dac,1.3,2.4,10,10,1,5.1,15,20,3.8,7.67,3,8,11,0.05,-0.15,0.18,0.08,-44.26444444
DRY_W_4_EX2_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H5,1000,-3.296013,34.854327,9/28/2017,11/12/2017,74,214.85,Cyn.dac,1.8,3.4,8,12,1,5.2,20,45,3.92,10.21,4,1.31,5.31,0.09,-0.11,-0.04,-0.14,-350.04
DRY_W_4_OP_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H5,1000,-3.296013,34.854327,9/28/2017,11/12/2017,74,214.85,Cyn.dac,1.5,7.6,10,14,1.5,2.6,25,40,1.72,6.33,7,2,9,0.2,,0.1,,
DRY_P_1_EX_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H5,1009,-3.303212,34.847736,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,4,0.8,1.6,10,25,0.18,2.37,1,1,2,0.04,0.01,0.08,-0.34,425.08
DRY_P_1_OP_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H5,1009,-3.303212,34.847736,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,6,0,0.8,15,35,0,0,0.85,10.11,10.96,0.03,,0.41,,
DRY_P_2_EX_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H5,1006,-3.408426,34.850244,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,6,2.9,3.3,5,35,0,0,1,4,5,0.04,0,0.19,0.11,-57.70473684
DRY_P_2_OP_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H5,1006,-3.408426,34.850244,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,3,0,0.7,4,10,0,0,1,1,2,0.04,,0.08,,
DRY_P_3_EX_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H5,1001,-3.406316,34.850407,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,4,0.5,2.5,5,18,0,0,1,3.17,4.17,0.04,0,0.16,0.07,-43.59
DRY_P_3_OP_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H5,1001,-3.406316,34.850407,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,3,0,1.74,7,20,0,0,1,1.21,2.21,0.04,,0.08,,
DRY_P_4_EX_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H5,1003,-3.406853,34.8516,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,7,0.5,3.2,5,35,0,0,1,1,2,0.04,0,0.08,0,0.08
DRY_P_4_OP_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H5,1003,-3.406853,34.8516,9/27/2017,10/12/2017,74,128.55,Chl.pyc,0,0,1,5,0.5,1.1,18,32,0,0,1,1,2,0.04,,0.08,,
SE_1_EX_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX,H5,1023,-2.437747,34.855162,9/25/2017,15/12/2017,81,265.08,Dig.mac,4.5,7.4,30,40,5,15,20,50,30.41,61.24,9,16,25,-0.49,-0.58,-0.76,-0.17,-23.12842105
SE_1_EX2_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX2,H5,1023,-2.437747,34.855162,9/25/2017,15/12/2017,81,265.08,Dig.mac,5.3,11.4,35,45,5,21.9,25,35,23.55,78.72,11,30,41,-0.42,-0.51,-0.21,0.38,180.742381
SE_1_OP_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,OP,H5,1023,-2.437747,34.855162,9/25/2017,15/12/2017,81,265.08,Dig.mac,6,9,30,55,3.5,0.5,20,40,23.3,47.11,26,4,30,0.09,,-0.59,,
SE_2_EX_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX,H5,1025,-2.437766,34.855394,9/25/2017,15/12/2017,81,265.08,Dig.mac,3,3.6,20,30,4,17.6,20,47,10.67,82.75,10,21,31,-0.07,0.17,-0.42,0.41,97.19904762
SE_2_EX2_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX2,H5,1025,-2.437766,34.855394,9/25/2017,15/12/2017,81,265.08,Dig.mac,3.5,8.2,12,40,6,31.2,7,62,8.58,48.68,3,34,37,-0.31,-0.07,-0.21,0.62,295.0280952
SE_2_OP_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,OP,H5,1025,-2.437766,34.855394,9/25/2017,15/12/2017,81,265.08,Dig.mac,1.8,6,17,30,3,3.7,10,30,12.14,43.11,5,14,19,-0.24,,-0.83,,
SE_3_EX_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX,H5,1027,-2.437991,34.855418,9/25/2017,15/12/2017,81,265.08,Dig.mac,2,4.8,10,25,3,15.8,15,45,34.89,88.07,21.8,12,33.8,0.48,0.58,0.35,0.68,-193.9357143
SE_3_EX2_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX2,H5,1027,-2.437991,34.855418,9/25/2017,15/12/2017,81,265.08,Dig.mac,3,3.4,23,35,4,29,20,30,18.62,37.78,9,15,24,0.04,0.14,0.02,0.34,-1699.98
SE_3_OP_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,OP,H5,1027,-2.437991,34.855418,9/25/2017,15/12/2017,81,265.08,Dig.mac,2.3,3.2,15,28,2,1.7,10,45,7.86,23.52,5,9,14,-0.1,,-0.33,,
SE_4_EX_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX,H5,1026,-2.438079,34.854989,9/25/2017,15/12/2017,81,265.08,Dig.mac,2.8,4.3,20,40,5.5,20.6,30,50,18.33,37.26,12,17,29,-0.12,-0.56,-0.03,-0.49,-1633.363333
SE_4_EX2_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX2,H5,1026,-2.438079,34.854989,9/25/2017,15/12/2017,81,265.08,Dig.mac,4.3,5.8,25,40,7,21.6,25,65,27.72,51.27,15,37.43,52.43,-0.02,-0.46,0.77,0.31,-39.48974026
SE_4_OP_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,OP,H5,1026,-2.438079,34.854989,9/25/2017,15/12/2017,81,265.08,Dig.mac,4.4,8.4,25,45,4.5,16.4,10,45,15.6,29.95,28.39,15,43.39,0.44,,0.46,,
WET_W_1_EX_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,EX,H6,954,-2.272484,34.023326,12/14/2017,10/03/2018,86,320.25,The.tri,2.5,40.4,20,75,3.5,26.5,35,60,14,55.45,39.22,26.49,65.71,1.07,-0.2,1.19,0.39,-31.58310924
WET_W_1_OP_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,OP,H6,954,-2.272484,34.023326,12/14/2017,10/03/2018,86,320.25,The.tri,4,44.4,10,60,3.5,16.25,35,50,6,29,45.35,8.16,53.51,1.27,,0.79,,
WET_W_2_EX_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,EX,H6,953,-2.2783,34.024459,12/14/2017,10/03/2018,86,320.25,The.tri,1.8,17.4,10,65,4,25.25,10,70,12,21,8.33,92.14,100.47,-0.09,-0.9,1.89,1.34,-69.0094709
WET_W_2_OP_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,OP,H6,953,-2.2783,34.024459,12/14/2017,10/03/2018,86,320.25,The.tri,3,26,25,85,4,7,25,60,11,42,36.1,22.98,59.08,0.81,,0.55,,
WET_W_3_EX_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,EX,H6,951,-2.277999,34.027678,12/14/2017,10/03/2018,86,320.25,The.tri,5.5,48,50,78,2.5,4.5,20,30,19,46,5.78,6.07,11.85,-0.04,0.13,0,0.11,-11
WET_W_3_OP_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,OP,H6,951,-2.277999,34.027678,12/14/2017,10/03/2018,86,320.25,The.tri,5,59.6,58,90,3.5,4.25,30,40,7,12,1.86,6.6,8.46,-0.17,,-0.11,,
WET_W_4_EX_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,EX,H6,950,-2.278837,34.031884,12/14/2017,10/03/2018,86,320.25,The.tri,5,57.4,20,60,6,10.25,15,35,21,62.29,11.98,17.45,29.43,0,0.17,0.05,0.4,-799.95
WET_W_4_OP_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,OP,H6,950,-2.278837,34.031884,12/14/2017,10/03/2018,86,320.25,The.tri,3.5,73.8,50,65,2.5,3.25,25,35,12,28,6.58,10.35,16.93,-0.18,,-0.36,,
WET_P_1_EX_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H6,957,-2.350052,34.049976,12/13/2017,09/03/2018,86,297.55,Chr.ori,1.5,2.1,80,95,2.5,3.5,75,90,12,16,40.21,4,44.21,1.07,0.74,1.17,0.85,-71.47957265
WET_P_1_OP_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H6,957,-2.350052,34.049976,12/13/2017,09/03/2018,86,297.55,Chr.ori,2,8.7,75,85,1.5,2.13,75,80,7,8,17.24,0.7,17.94,0.33,,0.32,,
WET_P_2_EX_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H6,959,-2.348488,34.05011,12/13/2017,09/03/2018,86,297.55,Chr.ori,2.4,6.8,90,95,5.5,16,67,95,9,20,53.4,21.38,74.78,1.53,1.31,2.16,1.82,-82.09925926
WET_P_2_OP_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H6,959,-2.348488,34.05011,12/13/2017,09/03/2018,86,297.55,Chr.ori,2,5.6,65,80,2.5,3.63,50,75,6,8,12.95,5.38,18.33,0.22,,0.33,,
WET_P_3_EX_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H6,1022,-2.367293,34.062509,12/13/2017,09/03/2018,86,297.55,Chr.ori,1.5,2.9,70,78,2,10,72,90,14,21,117.12,11.51,128.63,3.3,-0.17,3.61,-0.58,19.67648199
WET_P_3_OP_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H6,1022,-2.367293,34.062509,12/13/2017,09/03/2018,86,297.55,Chr.ori,1.5,2.2,85,90,1.5,2.25,78,85,14.89,16.89,122.4,24.23,146.63,3.47,,4.19,,
WET_P_4_EX_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H6,1020,-2.36857,34.062586,12/13/2017,09/03/2018,86,297.55,Chr.ori,2,3.3,45,75,3.5,20.25,50,95,21.78,56.25,52.47,47.87,100.34,1.5,0.94,2.76,0.79,-25.86318841
WET_P_4_OP_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H6,1020,-2.36857,34.062586,12/13/2017,09/03/2018,86,297.55,Chr.ori,1.5,4.5,45,70,1.5,4.63,57,80,6,15,23.49,52.37,75.86,0.56,,1.97,,
